road,id,lrp,model_type,name,lat,lon,length,type,condition,traffic_density
N1,659,LRP208a,Bridge,BAROCONDO BRIDGE,22.5870350167767,91.6770444686922,22.25,RCC Girder Bridge,C,
N1,660,LRP208d,Bridge,BAROGINDO CULVERT,22.5815086746355,91.6795390413994,2.5,Box Culvert,A,
N1,661,LRP209,Link,Info.Missing,22.584583,91.6780827,116.9999999999902,KmPost,,
N1,662,LRP209a,Bridge,BARO-CUNDHOW BOX CULVERT,22.5767930229508,91.68162274153,10.2,Box Culvert,A,
N1,663,LRP209a,Link,Bridge start,22.5836663,91.6784716,26.00000000003888,Bridge,,
N1,664,LRP209b,Link,Bridge end,22.5834997,91.6785827,342.9999999999893,Bridge,,
N1,665,LRP209c,Link,Road to Katirhat (Z1087),22.580666,91.67994379999999,330.9999999999889,"SideRoad,Left",,
N1,666,LRP209d,Link,Box culvert,22.5779438,91.68113819999999,182.9999999999927,Culvert,,
N1,667,LRP210,Link,Km post missing,22.5763604,91.68180490000002,377.0000000000095,KmPost,,
N1,668,LRP210a,Bridge,PHPMORE BON CULVERT,22.5702905930578,91.6840096656198,3.0,Box Culvert,A,
N1,669,LRP210a,Link,Bridge start,22.5731938,91.6830827,17.99999999997226,Bridge,,
N1,670,LRP210b,Bridge,CHARA KANDI BOX CULVERT,22.5679968064462,91.6846866604958,8.2,Box Culvert,A,
N1,671,LRP210b,Link,Bridge end,22.5730549,91.6831938,605.0000000000182,Bridge,,
N1,672,LRP210d,Bridge,R. R TEXTAIL BOX CULVERT,22.5664212916363,91.6851826636363,4.5,Box Culvert,A,
N1,673,LRP211,Link,Km post missing,22.5679716,91.6846941,178.0000000000257,KmPost,,
N1,674,LRP211a,Link,Box culvert,22.5664722,91.68516629999999,275.0000000000057,Culvert,,
N1,675,LRP211a,Bridge,OHIDPUR BOX CULVERT,22.5585210862619,91.687506242492,4.1,Box Culvert,A,
N1,676,LRP211b,Link,Bridge start,22.5641389,91.68591629999999,13.99999999995316,Bridge,,
N1,677,LRP211c,Link,Bridge end,22.564,91.6859441,217.000000000013,Bridge,,
N1,678,LRP211d,Link,Box culvert,22.5624722,91.6863608,316.0000000000025,Culvert,,
N1,679,LRP212,Link,Km post missing,22.5594444,91.6872219,938.999999999993,KmPost,,
N1,680,LRP212a,Bridge,BARSH BARIA BRIDGE,22.5543319776357,91.6887963149094,21.6,RCC Girder Bridge,B,
N1,681,LRP213,Link,Ctg 32 km,22.5514167,91.6896941,144.0000000000339,KmPost,,
N1,682,LRP213a,Bridge,SOUTH BALSH KHALI BOX CULVERT,22.5467727210909,91.6926260603636,3.0,Box Culvert,A,
N1,683,LRP213a,Link,Bridge start,22.5503056,91.69027740000001,30.99999999997749,Bridge,,
N1,684,LRP213b,Bridge,DOKHIN BASH-KHALI BOX CULVERT,22.5444897756363,91.6941310785454,5.2,Box Culvert,A,
N1,685,LRP213b,Link,Bridge end,22.5501667,91.69038859999999,824.9999999999886,Bridge,,
N1,686,LRP214,Link,Km post missing,22.5438886,91.69452740000001,119.0000000000282,KmPost,,
N1,687,LRP214a,Bridge,SOTTANA MONDIR CULVERT,22.5390300234693,91.6965452744898,8.2,Box Culvert,A,
N1,688,LRP214a,Link,Box culvert,22.5428608,91.69502740000001,881.9999999999766,Culvert,,
N1,689,LRP215,Link,Ctg 30 km,22.5354997,91.6979441,90.00000000000341,KmPost,,
N1,690,LRP215a,Bridge,GULAM JUTE MILE BOX CULVERT,22.5303678038461,91.7004641228571,3.0,Box Culvert,A,
N1,691,LRP215a,Link,Box culvert,22.5347774,91.69833299999999,909.9999999999966,Culvert,,
N1,692,LRP215b,Bridge,KYSTELGATE ARCH,22.5229359167189,91.7038366163009,16.3,Arch Masonry,B,
N1,693,LRP216,Link,Km post missing,22.5273049,91.7019444,956.9999999999936,KmPost,,
N1,694,LRP216a,Link,Bridge start,22.519416,91.70536109999999,18.00000000000068,Bridge,,
N1,695,LRP216b,Link,Bridge end,22.51926540722891,91.70540328072286,64.99999999999773,Bridge,,
N1,696,LRP217,Link,Ctg 28 km,22.5187216,91.7055556,276.0000000000105,KmPost,,
N1,697,LRP217a,Bridge,Chotokumir Bridge,22.5113471164122,91.7087907889313,41.11,PC Girder Bridge,A,
N1,698,LRP217a,Link,Bridge start,22.5165556,91.7065833,45.00000000001592,Bridge,,
N1,699,LRP217b,Link,Bridge end,22.5161667,91.70675,181.9999999999879,Bridge,,
N1,700,LRP217c,Link,Box culvert,22.5147222,91.7074444,193.9999999999884,Culvert,,
N1,701,LRP217d,Link,Bridge start,22.5131389,91.7080833,41.00000000002524,Bridge,,
N1,702,LRP217e,Link,Bridge end,22.5127778,91.70822220000001,261.999999999972,Bridge,,
N1,703,LRP218,Link,Km post missing,22.5106111,91.7090833,144.0000000000055,KmPost,,
N1,704,LRP218a,Link,Bridge start,22.5094444,91.7096389,12.00000000002888,Bridge,,
N1,705,LRP218a,Bridge,ROYL CIMINT GATE CULVETRT,22.5060220437735,91.7112848218867,4.5,Box Culvert,A,
N1,706,LRP218b,Link,Bridge end,22.5093611,91.7096944,238.9999999999759,Bridge,,
N1,707,LRP218b,Bridge,GORA MARA RCC GIRDER BRIDGE,22.5000858335766,91.7141504905109,17.6,RCC Girder Bridge,A,
N1,708,LRP218c,Link,Bridge start,22.5074444,91.71055559999999,18.0000000000291,Bridge,,
N1,709,LRP218d,Link,Bridge end,22.5073056,91.7106389,530.0000000000011,Bridge,,
N1,710,LRP218e,Link,Box culvert,22.503,91.7128056,56.99999999995953,Culvert,,
N1,711,LRP219,Link,Km post missing,22.5025556,91.7130556,685.0000000000023,KmPost,,
N1,712,LRP219a,Link,Bridge start,22.4969163,91.7155556,19.00000000000546,Bridge,,
N1,713,LRP219a,Bridge,GORA MARI BOX CULVERT,22.4904405976324,91.7182726733934,3.0,Box Culvert,B,
N1,714,LRP219b,Link,Bridge end,22.4968052,91.7156389,295.9999999999923,Bridge,,
N1,715,LRP220,Link,Km post missing,22.494583,91.7170827,887.0000000000005,KmPost,,
N1,716,LRP220a,Link,Box culvert,22.4869441,91.7192771,174.0000000000066,Culvert,,
N1,717,LRP220a,Bridge,BARAOWLLA BOX CULVERT,22.4855480068965,91.7195309517241,4.5,Box Culvert,A,
N1,718,LRP220b,Bridge,Baro Aulia,22.4811642144766,91.7203633632516,24.33,RCC Girder Bridge,D,
N1,719,LRP221,Link,Ctg 24 km,22.4854163,91.7195549,297.0000000000255,KmPost,,
N1,720,LRP221a,Bridge,HATIBORI BOX CULVERT,22.4728530893544,91.7232633541336,6.0,Box Culvert,A,
N1,721,LRP221a,Link,Box culvert,22.48280706570156,91.72005100244988,600.9999999999707,Culvert,,
N1,722,LRP221b,Link,Bridge start,22.4775271,91.72105490000001,25.00000000000568,Bridge,,
N1,723,LRP221c,Link,Bridge end,22.4773049,91.7211104,89.00000000002706,Bridge,,
N1,724,LRP222,Link,Info.Missing,22.4765271,91.7213327,882.9999999999814,KmPost,,
N1,725,LRP222a,Link,Box culvert,22.4694438,91.72505490000002,135.9999999999957,Culvert,,
N1,726,LRP223,Link,Ctg 22 km,22.468416,91.7255827,1000.0,KmPost,,
N1,727,LRP223a,Bridge,Modonhat Bridge,22.4624386352,91.7285307,24.32,RCC Girder Bridge,D,
N1,728,LRP224,Link,Km post missing,22.4603056,91.72958270000001,183.9999999999975,KmPost,,
N1,729,LRP224a,Bridge,KODOM RASUL BOX CULVERT,22.4488628503871,91.7342823894358,3.0,Box Culvert,A,
N1,730,LRP224a,Link,Bridge start,22.4588333,91.73036040000001,25.99999999998204,Bridge,,
N1,731,LRP224b,Link,Bridge end,22.4586389,91.73047159999999,807.9999999999927,Bridge,,
N1,732,LRP225,SourceSink,Info.Missing,22.45182350044248,91.7331283022124,1000.0,KmPost,,7665.824496288426
N1,733,LRP225a,Bridge,SALAKHARPAD BRIDGE,22.4460793332411,91.7353674287057,26.3,RCC Girder Bridge,C,
N1,734,LRP226,Link,Km post missing,22.4433886,91.73641629999999,104.0000000000418,KmPost,,
N1,735,LRP226a,Bridge,HASNA BAD BOX CULVERT,22.4375035216216,91.7386659473513,3.0,Box Culvert,A,
N1,736,LRP226a,Link,Bridge start,22.4424997,91.7366663,30.99999999997749,Bridge,,
N1,737,LRP226b,Bridge,VATERIE BRIDGE,22.4350737918918,91.7396527192432,40.0,RCC Girder Bridge,A,
N1,738,LRP226b,Link,Bridge end,22.4422219,91.7367497,924.999999999983,Bridge,,
N1,739,LRP227,Link,Km post missing,22.4349719,91.7396941,137.0000000000289,KmPost,,
N1,740,LRP227a,Link,Box culvert,22.4333049,91.7403608,311.000000000007,Culvert,,
N1,741,LRP227b,Link,Bridge start,22.4307493,91.74152740000001,43.00000000000637,Bridge,,
N1,742,LRP227c,Link,Bridge end,22.4304438,91.7417219,448.9999999999554,Bridge,,
N1,743,LRP228,Link,Km post missing,22.4269716,91.7439997,1000.0,KmPost,,
N1,744,LRP228a,Bridge,DHAMAKHALI BRIDGE,22.4220415536,91.7480209792,35.1,PC Girder Bridge,B,
N1,745,LRP229,Link,Km post missing,22.4198882,91.74977740000001,165.0000000000205,KmPost,,
N1,746,LRP229a,Link,Bridge start,22.4185549,91.7504722,38.00000000001091,Bridge,,
N1,747,LRP229b,Link,Bridge end,22.4182771,91.7506667,796.9999999999686,Bridge,,
N1,748,LRP230,Link,Km post missing,22.4119167,91.7543611,200.0000000000171,KmPost,,
N1,749,LRP230a,Bridge,VATIARI CULVERT,22.4030145445,91.75657411625,5.0,Box Culvert,A,
N1,750,LRP230a,Link,End of Bituminous Pavement,22.4101111,91.7544444,206.0000000000173,Others,,
N1,751,LRP230b,Link,Box culvert,22.4084167,91.7551389,2.00000000000955,Culvert,,
N1,752,LRP230c,Link,Start of Bituminous Pavement,22.40839921010101,91.75514357643098,591.9999999999561,Others,,
N1,753,LRP231,Link,Km post missing,22.4032222,91.75652779999999,400.0000000000057,KmPost,,
N1,754,LRP231a,Link,Road to Biman Bandar (Z1016),22.3996108,91.7573333,104.0000000000134,"SideRoad,Right",,
N1,755,LRP231a,Bridge,T. B HOSPITAL GATE BOX CULVERT,22.3963398830265,91.7582551580777,3.0,Box Culvert,A,
N1,756,LRP231b,Bridge,GAMMON BRIDGE,22.3927175345622,91.7590882138248,18.0,PC Girder Bridge,A,
N1,757,LRP231b,Link,Bridge start,22.3988608,91.7576667,7.000000000005002,Bridge,,
N1,758,LRP231c,Link,Bridge end,22.3988052,91.7576667,488.9999999999759,Bridge,,
N1,759,LRP232,Link,Km post missing,22.3944997,91.7586944,59.00000000002592,KmPost,,
N1,760,LRP232a,Bridge,PAKKA MATA BOX CULVERT,22.38524588272,91.76250565776,3.0,Box Culvert,A,
N1,761,LRP232a,Link,"N111, Port Connecting Road",22.3937774,91.7588056,217.000000000013,"SideRoad,Right",,
N1,762,LRP232b,Link,Box culvert,22.3921108,91.75925,350.9999999999707,Culvert,,
N1,763,LRP232c,Link,Bridge start,22.3892497,91.7605,59.00000000002592,Bridge,,
N1,764,LRP232d,Link,Bridge end,22.3887497,91.7607222,313.9999999999645,Bridge,,
N1,765,LRP233,Link,Km post missing,22.3861663,91.76183329999999,625.0,KmPost,,
N1,766,LRP233a,Link,Box culvert,22.3815271,91.76522220000001,375.0,Culvert,,
N1,767,LRP233a,Bridge,GLAXO BOX CULVERT,22.3797011826666,91.7670476533333,8.3,Box Culvert,A,
N1,768,LRP234,Link,Km post missing,22.379166,91.7675827,436.0000000000355,KmPost,,
N1,769,LRP234a,Link,Bridge start,22.3764716,91.770416,18.99999999997704,Bridge,,
N1,770,LRP234a,Bridge,CORNAIL HAT BOX CULVERT,22.3696841276595,91.7739258709219,3.0,Box Culvert,A,
N1,771,LRP234b,Link,Bridge end,22.3762254893617,91.77054326631206,544.9999999999875,Bridge,,
N1,772,LRP235,Link,Km post missing,22.369166,91.77419379999999,555.0000000000068,KmPost,,
N1,773,LRP235a,Link,End of Bituminous Road,22.3691382,91.777666,193.0000000000405,Others,,
N1,774,LRP235b,Link,The chittagong city area starts from Alongka cinema Hall,22.3586667,91.7822771,8308.999999999969,Others,,
N1,775,LRP236a,Bridge,BOALIA BOX CULVERT,22.3599057425992,91.8522694918171,4.65,Box Culvert,C,
N1,776,LRP238a,Bridge,BAKULIA BRIDGE,22.3522674714754,91.852622049836,14.7,RCC Girder Bridge,B,
N1,777,LRP239a,Bridge,HAFAS BAGAR BRIDGE,22.3395393508599,91.8533871579852,38.4,RCC Girder Bridge,B,
N1,778,LRP240a,Bridge,RAZAKATI BRIDGE,22.3357673216494,91.8538536927835,39.4,RCC Girder Bridge,B,
N1,779,LRP240c,Bridge,Rajakhali Bridge,22.3349153368556,91.8533979043814,49.31,RCC Girder Bridge,C,
N1,780,LRP241a,Bridge,Hajrath Sha Amanath Satu,22.3266451369152,91.852759390139,914.0,Truss With Timber Deck,C,
N1,781,LRP242b,Bridge,Shikalbaha Bridge,22.3129265129032,91.856181916129,17.3,PC Girder Bridge,A,
N1,782,LRP243b,Bridge,SHIKALBAHA,22.306457756,91.860449028,15.2,Box Culvert,C,
N1,783,LRP244a,Bridge,SOUTH MITTACHORI,22.3026235524271,91.8635646970873,3.0,Box Culvert,A,
N1,784,LRP244b,Link,Chittagong city area ends and the survey of N1 starts again,22.3644444,91.8511111,393.0000000000007,Others,,
N1,785,LRP244b,Bridge,SHIKALBAHA BOX CULVERT,22.3002851293515,91.8652980307167,5.7,Box Culvert,B,
N1,786,LRP244c,Bridge,KADUMTOLI CULVERT,22.2975350260563,91.866363031514,3.0,Box Culvert,A,
N1,787,LRP245,Link,Km post missing,22.3646111,91.8508333,169.0000000000111,KmPost,,
N1,788,LRP245a,Bridge,ISLAMPUR CULVERT,22.2932366309133,91.8684360651053,1.5,Slab Culvert,A,
N1,789,LRP245a,Link,Box culvert,22.3632778,91.8514722,830.9999999999889,Culvert,,
N1,790,LRP245b,Bridge,NOLBILA CULVERT,22.2916421411764,91.8702911411764,3.0,Box Culvert,A,
N1,791,LRP246,Link,Km post missing,22.3561111,91.8531667,71.00000000002638,KmPost,,
N1,792,LRP246a,Link,Bridge start,22.3555,91.8530833,13.99999999998158,Bridge,,
N1,793,LRP246a,Bridge,SHIKALBAHA MORE,22.2926079302013,91.8730201176733,3.0,Box Culvert,A,
N1,794,LRP246b,Bridge,SHIKALBAHA BOX CULVERT,22.2944653526717,91.876717971374,3.0,Box Culvert,A,
N1,795,LRP246b,Link,Bridge end,22.3553889,91.8530556,914.999999999992,Bridge,,
N1,796,LRP247,Link,Km post missing,22.3473886,91.85194440000001,549.0000000000066,KmPost,,
N1,797,LRP247a,Bridge,Sikolbaha Bridge-1,22.2962698699619,91.8807528022813,116.13,PC Girder Bridge,A,
N1,798,LRP247a,Link,Bridge start,22.3427219,91.8531389,44.00000000001114,Bridge,,
N1,799,LRP247b,Link,Bridge end,22.3423608,91.8530833,406.9999999999823,Bridge,,
N1,800,LRP248,Link,Km post missing,22.3387497,91.85347220000001,51.9999999999925,KmPost,,
N1,801,LRP248a,Bridge,SHANTERHAT CULVERT,22.2988369230769,91.8873512822898,3.0,Box Culvert,B,
N1,802,LRP248a,Link,Bridge start,22.33836248762886,91.853695585567,45.00000000001592,Bridge,,
N1,803,LRP248b,Link,Bridge end,22.3380274,91.85388890000002,79.99999999998408,Bridge,,
N1,804,LRP248c,Link,Bridge start,22.3373886,91.85427779999999,47.00000000002547,Bridge,,
N1,805,LRP248d,Link,Bridge end,22.3370274,91.8545278,775.999999999982,Bridge,,
N1,806,LRP249,Link,Km post missing,22.3314716,91.8515556,209.0000000000032,KmPost,,
N1,807,LRP249a,Link,Shah Amanath (Karnaphuli) Bridge,22.3297493,91.85211109999999,790.9999999999968,Bridge,,
N1,808,LRP249a,Bridge,SHANTERHAT BOX CULVERT,22.3021025781938,91.8992582823788,3.1,Box Culvert,B,
N1,809,LRP250,Link,Km post missing,22.3228327,91.85355559999999,178.0000000000257,KmPost,,
N1,810,LRP250a,Bridge,KUSUMPUR BOX CULVERT,22.3035365502293,91.9044227217889,3.0,Box Culvert,A,
N1,811,LRP250a,Link,Bridge end,22.3212771,91.8536111,701.9999999999698,Bridge,,
N1,812,LRP250b,Link,Bridge start,22.3153611,91.8553056,16.00000000001955,Bridge,,
N1,813,LRP250c,Link,Bridge end,22.3152222,91.8553333,45.00000000001592,Bridge,,
N1,814,LRP251,SourceSink,"Cox,s Bazar 143 km,Patiya 16 km",22.3148889,91.85538890000001,495.9999999999809,KmPost,,5361.354489806504
N1,815,LRP251a,Link,Road to BFDC Fisharies (Z1804) /Start of Dohazari Road Division. / Road to BFDC Fisharies (Z1804) /Start of Dohazari Road Division.,22.3108333,91.8570278,30.00000000000114,"SideRoad,Right / SideRoad,Right",,
N1,816,LRP251a,Bridge,MUNSHA BOX CULVERT(L),22.3083189877358,91.9142153009434,10.8,Box Culvert,B,
N1,817,LRP251b,Link,Road to Balakkhati (Z1065),22.3106111,91.8570833,326.9999999999982,"SideRoad,Left",,
N1,818,LRP251c,Link,Box culvert,22.30825,91.85897220000001,147.0000000000198,Culvert,,
N1,819,LRP252,Link,Cox's Bazar 142 km,22.3071944,91.85986109999999,399.9999999999773,KmPost,,
N1,820,LRP252a,Bridge,MONSHA CULVERT,22.3137546831094,91.9203176378118,3.0,Box Culvert,A,
N1,821,LRP252a,Link,Box culvert,22.3043056,91.8621667,308.9999999999975,Culvert,,
N1,822,LRP252b,Link,Box culvert,22.3021667,91.86394440000001,293.0000000000064,Culvert,,
N1,823,LRP252c,Bridge,UTTOR SONAPUR,22.3157468089473,91.9243524131578,3.0,Box Culvert,A,
N1,824,LRP253,Link,Cox's Bazar 141km,22.2998886,91.8655833,568.000000000012,KmPost,,
N1,825,LRP253a,Bridge,Pirol,22.3137565607999,91.9339832312,5.3,Steel Beam & RCC Slab,A,
N1,826,LRP253a,Link,Box culvert,22.2950274,91.8671938,426.9999999999925,Culvert,,
N1,827,LRP254,Link,Cox's Bazar 140km,22.2919441,91.8693327,50.99999999998772,KmPost,,
N1,828,LRP254a,Link,Road to Arowana (Z1018),22.2916663,91.8696382,170.0000000000159,"SideRoad,Right",,
N1,829,LRP254b,Link,Box culvert,22.2916108,91.8711382,447.0000000000027,Culvert,,
N1,830,LRP254c,Link,Box culvert,22.293583,91.8748604,262.0000000000005,Culvert,,
N1,831,LRP254d,Link,Bridge start,22.2946386,91.8770827,66.99999999997885,Bridge,,
N1,832,LRP255,Link,Cox's Bazar 139 km,22.2949163,91.877666,54.00000000000205,KmPost,,
N1,833,LRP255a,Link,Bridge end,22.2951108,91.87811040000001,263.0000000000052,Bridge,,
N1,834,LRP255a,Bridge,UZIRPUR HIGH SCHOOL,22.3084394099236,91.9483886979643,3.0,Box Culvert,A,
N1,835,LRP255b,Link,Box Culvert,22.2983886,91.885583,689.0000000000214,Culvert,,
N1,836,LRP256,Link,Cox's Bazar 138 km,22.2985552,91.886333,558.9999999999691,KmPost,,
N1,837,LRP256a,Link,Road to Kaliganj (Z1071),22.3,91.8915552,441.0000000000309,"SideRoad,Right",,
N1,838,LRP257,Link,Cox's Bazar 137 km,22.3005833,91.892833,172.9999999999734,KmPost,,
N1,839,LRP257a,Bridge,Patiya Bridge,22.3006016043999,91.9658457726,50.3,RCC Girder Bridge,B,
N1,840,LRP257a,Link,Box culvert,22.3015833,91.89733299999999,454.0000000000077,Culvert,,
N1,841,LRP258,Link,"Cox,s Bazar 136 km,Patiya 11 km",22.3027222,91.9015556,103.0000000000086,KmPost,,
N1,842,LRP258a,Link,Box culvert,22.3029722,91.9025,872.0000000000141,Culvert,,
N1,843,LRP259,Link,"Cox,s Bazar 135 km,Patiya 10 km",22.3053611,91.91063890000001,302.9999999999973,KmPost,,
N1,844,LRP259a,Link,Box culvert,22.3070556,91.9128056,423.9999999999782,Culvert,,
N1,845,LRP259b,Link,Road to Kaliganj (Z1070),22.3096944,91.91575,273.0000000000246,CrossRoad,,
N1,846,LRP260,Link,Box culvert,22.3114167,91.9176382,168.0000000000064,KmPost,,
N1,847,LRP260a,Bridge,PALYA BUS STATION,22.2911451997412,91.9833668252263,12.4,Box Culvert,A,
N1,848,LRP260a,Link,Box culvert,22.3124722,91.91883270000001,520.9999999999582,Culvert,,
N1,849,LRP260b,Link,Box culvert,22.3156389,91.9224993,121.0000000000377,Culvert,,
N1,850,LRP260c,Link,Road to Kalurghat (N107),22.3158889,91.92358270000001,189.9999999999977,"SideRoad,Left",,
N1,851,LRP261,Link,Km post missing,22.3155556,91.9253882,750.0,KmPost,,
N1,852,LRP261a,Bridge,Srimi Bridge,22.2859320161666,91.992309198,61.0,PC Girder Bridge,B,
N1,853,LRP261a,Link,Box culvert,22.3137778,91.93222159999999,250.0,Culvert,,
N1,854,LRP262,Link,Km post missing,22.31375,91.93452740000001,1000.0,KmPost,,
N1,855,LRP262a,Bridge,KOMOLMUNSHE HAT BOX CULVERT,22.2811424692972,91.9995571696216,14.0,Box Culvert,B,
N1,856,LRP263,Link,Km post missing,22.3136389,91.9438886,617.999999999995,KmPost,,
N1,857,LRP263a,Link,Box culvert,22.3098611,91.9477219,392.9999999999723,Culvert,,
N1,858,LRP263b,Bridge,KHORNA CULVERT,22.2710895749999,92.00559725,3.0,Box Culvert,A,
N1,859,LRP264,SourceSink,Info.Missing,22.3067222,91.9491941,1000.0,KmPost,,6769.631797623942
N1,860,LRP264a,Bridge,KHORNA BVS STATION,22.2611613745967,92.0073035838709,14.8,RCC Girder Bridge,C,
N1,861,LRP264c,Bridge,AJIMPUR CUL,22.2590515857142,92.0081111238095,9.8,Box Culvert,C,
N1,862,LRP265,Link,Km post missing,22.3025,91.9553889,925.9999999999877,KmPost,,
N1,863,LRP265a,Bridge,MOJAFFARABAD,22.2549374824626,92.0103021287313,9.2,Box Culvert,A,
N1,864,LRP265a,Link,Bridge start,22.3010278,91.9641667,52.00000000002092,Bridge,,
N1,865,LRP265b,Link,Bridge end,22.3009444,91.9646667,21.99999999999136,Bridge,,
N1,866,LRP265b,Bridge,MOJAFFORABAD BOX CULVERT,22.2531199613981,92.0119718729483,6.0,Box Culvert,A,
N1,867,LRP266,Link,Km post missing,22.3009167,91.9648889,1000.0,KmPost,,
N1,868,LRP267,Link,Km post missing,22.2979441,91.973916,567.9999999999836,KmPost,,
N1,869,LRP267a,Link,Slab Culvert,22.2956941,91.9787493,166.0000000000537,Culvert,,
N1,870,LRP267a,Bridge,MOJAFFORABAD,22.2487130149162,92.0158341025875,9.4,Box Culvert,A,
N1,871,LRP267b,Link,Road to Boalkhali (Z1059),22.295333,91.98030490000001,265.9999999999627,"SideRoad,Left",,
N1,872,LRP268,Link,Km post missing,22.2934997,91.98163819999999,60.00000000000227,KmPost,,
N1,873,LRP268a,Link,Road to Haidgaon (Z1057),22.2933608,91.98211040000001,146.000000000015,"SideRoad,Left",,
N1,874,LRP268a,Bridge,ROWSONAT CUL,22.24038615762,92.0217918336116,14.0,Box Culvert,A,
N1,875,LRP268b,Link,Box culvert,22.292083,91.9822493,21.00000000001501,Culvert,,
N1,876,LRP268b,Bridge,KANCHANAGAR CUL,22.2366345532374,92.0232647489208,14.0,Box Culvert,A,
N1,877,LRP268c,Link,Road to Anowara (R170),22.291833,91.9823327,772.9999999999677,"SideRoad,Right",,
N1,878,LRP269,Link,Km post missing,22.2878052,91.9883886,302.9999999999973,KmPost,,
N1,879,LRP269a,Link,Bridge start,22.286583,91.9911108,72.00000000000273,Bridge,,
N1,880,LRP269a,Bridge,Kanchon Nagar Bridge,22.2314978226851,92.0249656611111,12.7,Steel Beam & RCC Slab,B,
N1,881,LRP269b,Link,Bridge end,22.2863052,91.99158299999999,25.00000000003411,Bridge,,
N1,882,LRP269c,Link,Road to Chandnaisa(Z1039),22.2862497,91.9916941,599.9999999999659,"SideRoad,Right",,
N1,883,LRP269c,Bridge,NORTH JOARA PAKKAR DOKAN,22.2260608528604,92.0264650356979,9.4,Box Culvert,B,
N1,884,LRP270,Link,Km post missing,22.2836386,91.9967497,269.9999999999818,KmPost,,
N1,885,LRP270a,Link,Box Culvert,22.2820549,91.9986663,925.0000000000114,Culvert,,
N1,886,LRP270a,Bridge,GASBAREA BOX CULVERT,22.2222719897959,92.0273785979591,14.0,Box Culvert,A,
N1,887,LRP271,Link,Info.Missing,22.2761938,92.00438890000001,214.0000000000555,KmPost,,
N1,888,LRP271a,Link,Box culvert,22.2745827,92.0053056,269.9999999999818,Culvert,,
N1,889,LRP271a,Bridge,GASBAREA COLLEGE BOX CULVERT,22.2155873504854,92.0290230394174,9.2,Box Culvert,A,
N1,890,LRP271b,Link,Box culvert,22.2722493,92.0055278,515.9999999999627,Culvert,,
N1,891,LRP272,Link,Km post missing,22.2676104,92.0058056,625.9999999999764,KmPost,,
N1,892,LRP272a,Link,Bridge start,22.2622222,92.0070556,14.00000000006685,Bridge,,
N1,893,LRP272a,Bridge,Mazar Point Bridge,22.2071026538461,92.03633246993,50.8,RCC Girder Bridge,D,
N1,894,LRP272b,Link,Bridge end,22.26210145564516,92.00708382580645,233.9999999999804,Bridge,,
N1,895,LRP272c,Bridge,KHOLGHAR CUL,22.2049837597806,92.0383312340036,9.2,Box Culvert,B,
N1,896,LRP272c,Link,Box Culvert,22.2600833,92.0075556,125.9999999999764,Culvert,,
N1,897,LRP273,Link,Km post missing,22.259,92.0081389,403.00000000002,KmPost,,
N1,898,LRP273a,Link,Box culvert,22.2557222,92.00961109999999,267.9999999999723,Culvert,,
N1,899,LRP273b,Link,Box culvert,22.2538611,92.01125,329.0000000000077,Culvert,,
N1,900,LRP274,Link,Km post missing,22.2517222,92.0133333,343.0000000000177,KmPost,,
N1,901,LRP274a,Link,Box culvert,22.249333,92.01527779999999,656.9999999999823,Culvert,,
N1,902,LRP275,Link,Km post missing,22.2449997,92.019166,602.0000000000323,KmPost,,
N1,903,LRP275a,Link,Box culvert,22.2410552,92.0215271,478.999999999985,Culvert,,
N1,904,LRP275b,Link,Box culvert,22.2371941,92.0230549,139.00000000001,Culvert,,
N1,905,LRP276,Link,Info.Missing,22.236083,92.0234716,384.9999999999909,KmPost,,
N1,906,LRP276a,Bridge,NOYARHAT,22.1739178955307,92.0532925435754,12.3,Box Culvert,B,
N1,907,LRP276a,Link,Box culvert,22.2327771,92.02455490000001,179.0000000000305,Culvert,,
N1,908,LRP276b,Link,Bridge start,22.2316938,92.02488819999999,13.99999999995316,Bridge,,
N1,909,LRP276c,Link,Bridge end,22.2315827,92.0249438,216.0000000000082,Bridge,,
N1,910,LRP277,Link,Info.Missing,22.227916,92.0258882,12.00000000000045,KmPost,,
N1,911,LRP277a,Link,Bridge start,22.2278882,92.02591600000001,12.00000000000045,Bridge,,
N1,912,LRP277b,Link,Bridge end,22.2277771,92.0259438,437.0000000000118,Bridge,,
N1,913,LRP277c,Link,Box culvert,22.2240271,92.02708270000001,538.9999999999873,Culvert,,
N1,914,LRP278,Link,Km post missing,22.2192493,92.02788819999999,247.9999999999905,KmPost,,
N1,915,LRP278a,Link,Box culvert,22.2170549,92.0281382,515.0000000000432,Culvert,,
N1,916,LRP278b,Link,Road To Dhupchheri (Z1026),22.2131389,92.0304993,236.9999999999663,"SideRoad,Left",,
N1,917,LRP279,Link,Km post missing,22.2116111,92.03180490000001,541.9999999999732,KmPost,,
N1,918,LRP279a,Bridge,Sangu Bridge,22.1586272806451,92.0682063096774,211.0,RCC Girder Bridge,B,
N1,919,LRP279a,Link,Bridge start,22.2084444,92.03566629999999,55.00000000000682,Bridge,,
N1,920,LRP279b,Link,Bridge end,22.2080278,92.03577740000001,286.0000000000582,Bridge,,
N1,921,LRP279c,Link,Bridge start,22.2059444,92.03702740000001,12.00000000000045,Bridge,,
N1,922,LRP279d,Link,Bridge end,22.2058889,92.03713859999999,104.9999999999613,Bridge,,
