road,lrp,model_type,name,lat,lon,length,type,condition
N1,LRP380,Link,"Cox,s Bazar 15 km",21.4269716,92.0821104,175.99999999998772,KmPost,
N1,LRP380a,Bridge,KANAR PARA,21.4142599314893,92.0386736859574,10.9,Box Culvert,A
N1,LRP380a,Link,Box culvert,21.426777100000002,92.0804716,384.00000000001455,Culvert,
N1,LRP380b,Link,Box culvert,21.426471600000003,92.0767771,403.99999999999636,Culvert,
N1,LRP380c,Bridge,SHORAR COOL,21.4124968430517,92.0395268517711,8.3,Box Culvert,A
N1,LRP380e,Bridge,SOUTH MITTA CHORI,21.4110029325153,92.0443379558282,8.3,Steel Beam & RCC Slab,B
N1,LRP381,Link,"Cox,s Bazar 14 km",21.4267216,92.0730827,260.99999999996726,KmPost,
N1,LRP381a,Bridge,SOUTH MITHACHARI,21.4102488567901,92.0480366814814,2.2,Slab Culvert,B
N1,LRP381a,Link,Box culvert,21.427416,92.07072159999998,739.0000000000327,Culvert,
N1,LRP381b,Bridge,SOUTH MITHACHARI,21.4102981858461,92.0496622239999,8.2,Box Culvert,A
N1,LRP381c,Bridge,SOUTH MITTA CULVERT,21.4099236838827,92.0518884435897,1.9,Slab Culvert,A
N1,LRP382,Link,Cox's Bazar 13km,21.4276938,92.06436109999999,130.9999999999718,KmPost,
N1,LRP382a,Link,Box culvert,21.4270827,92.0632778,263.00000000003365,Culvert,
N1,LRP382a,Bridge,SOUTH MITHACHARI,21.4088399161904,92.0550238095238,3.0,Slab Culvert,A
N1,LRP382b,Bridge,SOUTH MITHACHARI,21.4079574071005,92.0560124923076,2.8,Slab Culvert,A
N1,LRP382b,Link,Box culvert,21.427332699999997,92.0608333,336.9999999999891,Culvert,
N1,LRP382c,Bridge,SHAMMOTI PARA,21.4063607143344,92.0580467784983,10.0,RCC Bridge,D
N1,LRP382c,Link,Box culvert,21.427888199999998,92.0576667,237.99999999999955,Culvert,
N1,LRP382d,Link,Box culvert,21.4280549,92.0554167,29.000000000053205,Culvert,
N1,LRP383,Link,"Cox,s Bazar 12 km",21.428082699999997,92.0551389,231.9999999999709,KmPost,
N1,LRP383a,Link,Box culvert,21.4280549,92.0529444,463.0000000000223,Culvert,
N1,LRP383a,Bridge,CHALATOLI,21.4041499171641,92.0618387037313,1.6,Slab Culvert,A
N1,LRP383b,Bridge,CHALIYATOLI,21.402009374844,92.0647406251559,3.6,Box Culvert,A
N1,LRP383b,Link,Bridge start,21.4274993,92.0484441,17.99999999997226,Bridge,
N1,LRP383c,Link,Bridge end,21.427527100000002,92.0483886,272.0000000000482,Bridge,
N1,LRP383c,Bridge,RAKALAN PARA STEEL BEAM AND RCC SLAB,21.4001878992395,92.0660829174905,8.0,Steel Beam & RCC Slab,C
N1,LRP383d,Bridge,CHALIYA TOLI -2 ARCH MASONRY,21.3987858977186,92.0665265524714,1.3,Arch Masonry,C
N1,LRP384,Link,"Cox,s Bazar 11 km",21.4287771,92.0461941,233.9999999999236,KmPost,
N1,LRP384a,Link,Box culvert,21.4295549,92.044083,500.0,Culvert,
N1,LRP384a,Bridge,PANCHORI,21.3950144227586,92.0675884137931,8.3,Box Culvert,A
N1,LRP384b,Link,Box culvert,21.4298049,92.0392774,254.0000000000191,Culvert,
N1,LRP384b,Bridge,PANCHORA STEEL BEAM AND RCC SLAB,21.3908555107438,92.0684757008264,22.0,Steel Beam & RCC Slab,C
N1,LRP385,Link,"Cox,s Bazar 10 km",21.4296938,92.0368608,223.99999999998954,KmPost,
N1,LRP385a,Link,Box culvert,21.4289716,92.0348608,361.99999999996635,Culvert,
N1,LRP385a,Bridge,PANAR CHORH -3 SLAB CULVERT,21.3888052,92.0689623,2.7,Slab Culvert,C
N1,LRP385b,Bridge,PANCHARA SLAB CULVERT,21.3874538459459,92.0697162891891,2.7,Slab Culvert,B
N1,LRP385b,Link,Bridge start,21.429443799999998,92.0316104,141.0000000000764,Bridge,
N1,LRP385c,Link,Bridge end,21.4300827,92.03047159999998,132.99999999998136,Bridge,
N1,LRP385c,Bridge,PANCHARA SLAB CULVERT,21.386218603409,92.0702884892045,2.9,Slab Culvert,C
N1,LRP385d,Link,Box culvert,21.430416,92.02930490000001,105.9999999999377,Culvert,
N1,LRP385d,Bridge,PANCHARA SLAB CULVERT,21.3856411333333,92.0704543196078,1.8,Slab Culvert,C
N1,LRP385e,Bridge,PANAR CHORA SLAB CULVERT,21.3844064618421,92.0705223447368,2.8,Slab Culvert,B
N1,LRP385f,Bridge,PANCHORI SLAB CULVERT,21.3831050828947,92.0708809157894,1.8,Slab Culvert,B
N1,LRP385g,Bridge,PANCHARA SLAB CULVERT,21.3829076671052,92.0709510842105,1.7,Slab Culvert,A
N1,LRP386,Link,"Cox,s Bazar 9 km",21.430166,92.02836040000001,46.000000000105956,KmPost,
N1,LRP386a,Link,Box culvert,21.429888199999997,92.02797159999999,612.9999999999427,Culvert,
N1,LRP386a,Bridge,PANCHORI,21.3808422435754,92.0709982664804,0.8,Slab Culvert,A
N1,LRP386b,Bridge,DALA -2 SLAB CULVERT,21.3796187798882,92.0706130385474,1.5,Slab Culvert,B
N1,LRP386b,Link,Box culvert,21.426249300000002,92.0235827,64.99999999999773,Culvert,
N1,LRP386c,Bridge,DALA-2 SLAB CULVERT,21.3793128,92.0704913857142,1.5,Slab Culvert,A
N1,LRP386c,Link,"N110,Link road-Cox' Bazar, (Labonir more)",21.425860399999998,92.023166,13.000000000033651,"SideRoad,Right",
N1,LRP386d,Bridge,DALA-3 SLAB CULVERT,21.3778510915584,92.0703548240259,2.2,Slab Culvert,C
N1,LRP386e,Bridge,DALA SLAB CULVERT,21.3768882285714,92.0711223285714,1.5,Slab Culvert,A
N1,LRP386f,Bridge,DALA SLAB CULVERT,21.3762792890109,92.0717458313186,3.0,Slab Culvert,A
N1,LRP386g,Bridge,DHALLA SLAB CULVERT,21.3750850565217,92.0730282999999,2.4,Slab Culvert,C
N1,LRP387,Link,Teknaf 79 km,21.4258049,92.0232493,581.9999999999368,KmPost,
N1,LRP387a,Link,Box culvert,21.4225549,92.0274438,71.00000000002638,Culvert,
N1,LRP387a,Bridge,PANAR CHORI SLAB CULVERT,21.3745372352601,92.0740615132948,1.3,Slab Culvert,A
N1,LRP387b,Link,Box culvert,21.4220827,92.02786040000001,326.0000000000218,Culvert,
N1,LRP387b,Bridge,PANAR HORA SLAB CULVERT,21.3743800190751,92.0748617416184,1.3,Slab Culvert,A
N1,LRP387c,Bridge,PANCR CHAR SLAB CULVERT,21.3737957588607,92.0766236613924,1.3,Slab Culvert,C
N1,LRP387d,Bridge,TULA BAGAN SLAB CULVERT,21.3724168458515,92.0778930973799,1.3,Slab Culvert,C
N1,LRP387e,Bridge,TULA BAGAN BOX CULVERT,21.3706902708737,92.0790672786407,1.3,Box Culvert,A
N1,LRP387f,Bridge,TELA BAGAN SLAB CULVERT,21.3697436389312,92.0796434824427,1.3,Slab Culvert,A
N1,LRP388,Link,"Teknaf 78 km,Uttia 24 km",21.4199716,92.03024930000001,266.00000000001955,KmPost,
N1,LRP388a,Bridge,TULA BAGAN.,21.3686452190839,92.0800514992366,1.3,Slab Culvert,A
N1,LRP388a,Link,Box culvert,21.419110399999997,92.032416,449.0000000000123,Culvert,
N1,LRP388b,Bridge,PARARHORA CULVERT,21.367599241791,92.0804686731343,1.3,Slab Culvert,B
N1,LRP388b,Link,Box culvert,21.4165,92.0353052,181.99999999995953,Culvert,
N1,LRP388c,Bridge,TULA BAGUN,21.3649267960264,92.0813617278145,7.1,RCC Girder Bridge,C
N1,LRP388c,Link,Box culvert,21.4156389,92.0367219,134.9999999999909,Culvert,
N1,LRP388d,Bridge,TULA BAGAN,21.3641002252199,92.0813316052785,1.3,Slab Culvert,B
N1,LRP388e,Bridge,TOLA BAGAN,21.3613004264018,92.0805440936915,1.6,Slab Culvert,B
N1,LRP389,Link,"Teknaf 77 km,Uthia 23 km",21.415055600000002,92.03783299999999,235.00000000001364,KmPost,
N1,LRP389a,Link,Box culvert,21.413583300000003,92.0393886,366.9999999999618,Culvert,
N1,LRP389a,Bridge,TULA BAGAN,21.3604702002336,92.0801526114486,2.5,Box Culvert,A
N1,LRP389b,Bridge,NORTH-CONIAPARA,21.3597277864485,92.0798025359813,1.3,Slab Culvert,A
N1,LRP389b,Link,Box culvert,21.412055600000002,92.039583,172.00000000002547,Culvert,
N1,LRP389c,Bridge,NORTH CONIAPARA,21.3587458843457,92.0793395329439,2.2,Slab Culvert,C
N1,LRP389c,Link,Bridge start,21.4115,92.04380520000001,48.00000000000182,Bridge,
N1,LRP389d,Bridge,NORTH CONIA PARA BOX CULVERT,21.3562553024,92.0790827,4.0,Box Culvert,A
N1,LRP389d,Link,Bridge end,21.4111667,92.0441108,163.0000000000109,Bridge,
N1,LRP389e,Link,Box culvert,21.4103056,92.0453052,56.99999999995953,Culvert,
N1,LRP390,Link,"Teknaf 76 km,Uthia 22 km",21.4101111,92.0458052,243.00000000005184,KmPost,
N1,LRP390a,Bridge,Modomconiara,21.3500251952038,92.0784342935251,21.5,PC Girder Bridge,C
N1,LRP390a,Link,Box culvert,21.41025,92.04805520000001,324.99999999998863,Culvert,
N1,LRP390b,Link,Box culvert,21.4103333,92.0508333,273.00000000002456,Culvert,
N1,LRP390c,Bridge,CONIA PARA,21.3453322117757,92.0789703396261,11.3,Steel Beam & RCC Slab,C
N1,LRP390c,Link,Box culvert,21.409416699999998,92.0531944,180.00000000000682,Culvert,
N1,LRP391,Link,"Teknaf 75 km,Uthia 21 km",21.409083300000002,92.05475,209.99999999997954,KmPost,
N1,LRP391a,Link,Box culvert,21.4079722,92.056,168.99999999992588,Culvert,
N1,LRP391a,Bridge,KHONIA POLONG,21.3420893171962,92.0788538753271,14.1,Box Culvert,A
N1,LRP391b,Link,Box culvert,21.406722199999997,92.0570556,293.0000000000632,Culvert,
N1,LRP391c,Bridge,KHONIA POLONG.,21.3365566114155,92.0789637010654,2.3,Slab Culvert,B
N1,LRP391c,Link,Box culvert,21.4058611,92.0594167,268.0000000000291,Culvert,
N1,LRP392,Link,Km post missing,21.4040556,92.06197220000001,156.99999999998226,KmPost,
N1,LRP392a,Bridge,DOA PATONG,21.3338390771689,92.0790428645357,24.1,Steel Beam & RCC Slab,C
N1,LRP392a,Link,Box culvert,21.4039167,92.0628333,480.9999999999377,Culvert,
N1,LRP392b,Link,Box culvert,21.400888899999998,92.06586109999999,263.00000000003365,Culvert,
N1,LRP392c,Link,Bridge start,21.398694100000004,92.0665556,15.000000000043201,Bridge,
N1,LRP392d,Link,Bridge end,21.398583,92.0665833,165.99999999993997,Bridge,
N1,LRP392e,Link,Box culvert,21.3971663,92.0668882,19.0000000000623,Culvert,
N1,LRP393,Link,"Teknaf 74 km,Uthia 20 km",21.396971899999997,92.066916,435.0000000000023,KmPost,
N1,LRP393a,Bridge,JASOYA PALONG,21.3269177037394,92.0819708735826,45.6,Steel Beam & RCC Slab,C
N1,LRP393a,Link,Box culvert,21.393333,92.068166,483.99999999998045,Culvert,
N1,LRP393b,Link,Bridge start,21.3891108,92.06869379999999,17.99999999997226,Bridge,
N1,LRP393c,Bridge,JASOYA PALONG RCC GIDER BRIDGE,21.3237869258823,92.0857429782352,5.0,RCC Girder Bridge,C
N1,LRP393c,Link,Bridge end,21.388944100000003,92.06880490000002,57.00000000001637,Bridge,
N1,LRP394,Link,"Teknaf 73 km, Ukhia 19km",21.388527399999997,92.0692771,147.9999999999677,KmPost,
N1,LRP394a,Link,Box culvert,21.3873052,92.0697771,175.99999999998772,Culvert,
N1,LRP394a,Bridge,MORICHIA,21.3211087823529,92.0888836352941,11.2,Steel Beam & RCC Slab,D
N1,LRP394b,Link,Box culvert,21.3858886,92.07044379999999,153.00000000002,Culvert,
N1,LRP394c,Link,Box culvert,21.384583,92.07049930000001,76.00000000002183,Culvert,
N1,LRP394c,Bridge,Jasoya check post.,21.3205831278931,92.0894967632047,1.3,Arch Masonry,B
N1,LRP394d,Link,Box culvert,21.3839441,92.0705827,152.00000000004366,Culvert,
N1,LRP394e,Link,Box culvert,21.3826938,92.0710271,167.99999999994952,Culvert,
N1,LRP394e,Bridge,MARIECHA BAZAR,21.3162096661991,92.0939592732117,49.3,Steel Beam & RCC Slab,C
N1,LRP394f,Link,Box culvert,21.3813049,92.0710827,29.999999999972715,Culvert,
N1,LRP394g,Link,Box culvert,21.3811104,92.0710827,179.00000000003047,Culvert,
N1,LRP395,Link,"Teknaf 72 km,Uthia 18 km",21.3796104,92.0706104,91.00000000000819,KmPost,
N1,LRP395a,Bridge,MORICHIA PALONG,21.308226843421,92.0972648315789,2.4,Box Culvert,B
N1,LRP395a,Link,Box culvert,21.378916,92.07033270000001,153.99999999999636,Culvert,
N1,LRP395b,Link,Box culvert,21.377582699999998,92.0703604,38.99999999998727,Culvert,
N1,LRP395c,Link,Box culvert,21.3773882,92.0706104,182.00000000001637,Culvert,
N1,LRP395d,Link,Box culvert,21.3762216,92.07180490000002,164.99999999996362,Culvert,
N1,LRP395e,Link,Box culvert,21.3752493,92.0727771,115.0000000000091,Culvert,
N1,LRP395f,Link,Box culvert,21.3747771,92.0734993,64.99999999999773,Culvert,
N1,LRP395g,Link,Box culvert,21.3745549,92.0739716,173.00000000005866,Culvert,
N1,LRP395h,Link,Box culvert,21.374249300000002,92.07552709999999,15.99999999996271,Culvert,
N1,LRP396,Link,"Teknaf 71km, Ukhia 17km",21.374249300000002,92.0756938,158.00000000001546,KmPost,
N1,LRP396a,Link,Box culvert,21.373693799999998,92.07683270000001,82.99999999996999,Culvert,
N1,LRP396a,Bridge,MORICHIA PALONG,21.3035165189189,92.0968487459459,2.3,Slab Culvert,C
N1,LRP396b,Link,Box culvert,21.3731938,92.0773327,228.999999999985,Culvert,
N1,LRP396b,Bridge,SHAPUR STEEL BEAM AND RCC SLAB,21.2997453619819,92.0974772590991,61.3,Steel Beam & RCC Slab,D
N1,LRP396c,Link,Box culvert,21.3714993,92.07855490000001,206.00000000001728,Culvert,
N1,LRP396d,Link,Box culvert,21.3698327,92.0796104,262.0000000000573,Culvert,
N1,LRP396e,Link,Box culvert,21.3678882,92.0803327,133.99999999990087,Culvert,
N1,LRP396f,Link,Box culvert,21.366943799999998,92.08077709999999,84.00000000006003,Culvert,
N1,LRP397,Link,"Teknaf 70 km,Uthia 16 km",21.366277800000002,92.08105490000001,63.99999999996453,KmPost,
N1,LRP397a,Link,Box culvert,21.365722199999997,92.0812771,151.00000000001046,Culvert,
N1,LRP397b,Link,Box culvert,21.3644167,92.081416,341.0000000000082,Culvert,
N1,LRP397c,Link,Box culvert,21.3615,92.0806382,427.99999999999727,Culvert,
N1,LRP397d,Link,Box culvert,21.3580833,92.07902709999999,44.00000000003956,Culvert,
N1,LRP398,Link,"Teknaf 69 km,Uthia 15 km",21.35775,92.07902709999999,64.00000000002137,KmPost,
N1,LRP398a,Bridge,SHAPUR,21.2887748,92.0999549688796,14.1,Box Culvert,A
N1,LRP398a,Link,Box culvert,21.357194399999997,92.0791104,95.9999999999468,Culvert,
N1,LRP398b,Bridge,COTBAZR MUSLIM HOS,21.28755005,92.1000623912863,11.0,Steel Beam & RCC Slab,B
N1,LRP398b,Link,Box culvert,21.356333300000003,92.0790827,125.0,Culvert,
N1,LRP398c,Link,Box culvert,21.35525,92.0790827,305.0000000000068,Culvert,
N1,LRP398d,Link,Box culvert,21.3526667,92.0783327,416.99999999997317,Culvert,
N1,LRP398d,Bridge,COURT BAZAR,21.2837382315436,92.1005546348993,10.3,Box Culvert,A
N1,LRP399,Link,"Teknaf 68 km,Uthia 14 km",21.3490552,92.07847159999999,312.00000000006867,KmPost,
N1,LRP399a,Link,Bridge start,21.3463608,92.07902709999999,25.999999999953616,Bridge,
N1,LRP399b,Link,Bridge end,21.346138600000003,92.0789993,535.000000000025,Bridge,
N1,LRP399c,Link,Box culvert,21.3414997,92.0788327,122.9999999999336,Culvert,
N1,LRP400,Link,"Teknaf 67 km,Uthia 13 km",21.3404997,92.0784993,268.0000000000291,KmPost,
N1,LRP400a,Bridge,RATNAPALANG,21.2740057908634,92.1044223449799,14.0,Box Culvert,A
N1,LRP400a,Link,Box culvert,21.338194100000003,92.078916,656.9999999999823,Culvert,
N1,LRP400b,Bridge,CHADIRIKHANA,21.2738921701807,92.1044785698795,23.5,Steel Beam & RCC Slab,A
N1,LRP400b,Link,Box culvert,21.3324716,92.0790827,164.0000000000441,Culvert,
N1,LRP400c,Bridge,CHADIRIKHANA,21.271611640763,92.1056070839357,23.5,Steel Beam & RCC Slab,A
N1,LRP400e,Bridge,EJILA,21.2676412724612,92.1091529913941,11.1,Steel Beam & RCC Slab,C
N1,LRP401,Link,"Teknaf 66 km,Uthia 12 km",21.3311104,92.07886040000001,158.00000000001546,KmPost,
N1,LRP401a,Bridge,HIZOLIA BRIDGE,21.2671335430292,92.1098720509466,50.6,Steel Beam & RCC Slab,C
N1,LRP401a,Link,Khulna Plong Bridge,21.3297771,92.0787771,31.999999999982265,Bridge,
N1,LRP401b,Link,Bridge end,21.3295271,92.07894379999999,829.0000000000077,Bridge,
N1,LRP401c,Bridge,MODDO RAJAPALONG,21.2655833478485,92.1120674774526,11.5,Steel Beam & RCC Slab,C
N1,LRP402,Link,"Teknaf 65 km,Uthia 11 km",21.324666,92.084583,105.99999999999454,KmPost,
N1,LRP402a,Bridge,JADIMURA BRIDGE,21.2600473697902,92.1189860875524,6.6,Steel Beam & RCC Slab,C
N1,LRP402a,Link,Bridge start,21.3241104,92.08533299999999,54.99999999994998,Bridge,
N1,LRP402b,Bridge,JADI MORA (2) CULVERT,21.2586242226573,92.1207179843356,2.4,Slab Culvert,A
N1,LRP402b,Link,Bridge end,21.3238049,92.08572190000001,510.00000000004775,Bridge,
N1,LRP402c,Link,Box culvert,21.320749300000003,92.0893052,337.00000000004593,Culvert,
N1,LRP402c,Bridge,JADIMORA (3),21.2570550964285,92.1224165035714,17.0,Arch Masonry,A
N1,LRP403,Link,Km post broken,21.3187493,92.0916108,114.99999999995225,KmPost,
N1,LRP403a,Link,Bridge start,21.3179438,92.09216629999999,20.000000000038654,Bridge,
N1,LRP403a,Bridge,JADIMORA (1),21.2552064351464,92.1243872108786,2.4,Slab Culvert,A
N1,LRP403b,Link,Bridge end,21.3177771,92.0922497,81.99999999993679,Bridge,
N1,LRP403b,Bridge,WEST OGALA,21.2538028,92.12659709,11.1,Steel Beam & RCC Slab,C
N1,LRP403c,Link,Road to Ramu(Z1009),21.317666,92.09302740000001,713.0000000000223,"SideRoad,Left",
N1,LRP403d,Link,Bridge start,21.3125,92.096333,52.00000000002092,Bridge,
N1,LRP403d,Bridge,OKYIA STATION,21.2504537,92.1307493,8.5,Steel Beam & RCC Slab,C
N1,LRP403e,Link,Bridge end,21.3121944,92.0966941,24.00000000000091,Bridge,
N1,LRP404,Link,"Teknaf 63 km,Uthia 9 km",21.312027800000003,92.09691629999999,219.99999999997044,KmPost,
N1,LRP404a,Link,"Z1503, Maricha Dakbunglow Road",21.3101667,92.0974997,759.9999999999909,"SideRoad,Left",
N1,LRP404a,Bridge,UKLIA-SHAHABMARKAT,21.2489644871959,92.1328410912932,2.4,Slab Culvert,C
N1,LRP404b,Bridge,UKHIYA BAZAR,21.2457262593333,92.1373042073333,20.7,Steel Beam & RCC Slab,B
N1,LRP404b,Link,Box culvert,21.303972199999997,92.0967497,22.999999999967713,Culvert,
N1,LRP405,Link,"Teknaf 62 km,Uthia 8 km",21.303777800000002,92.0968052,555.0000000000068,KmPost,
N1,LRP405a,Link,Box culvert,21.298944100000003,92.0976108,426.00000000004457,Culvert,
N1,LRP405b,Link,Bridge start,21.295638600000004,92.0993886,73.99999999995543,Bridge,
N1,LRP405c,Link,Bridge end,21.2949997,92.0993886,8.000000000038199,Bridge,
N1,LRP406,Link,"Teknaf 61 km,Uthia 7 km",21.2949163,92.09941629999999,963.9999999999986,KmPost,
N1,LRP407,Link,"Teknaf 60 km,Uthia 6 km",21.2863608,92.1001667,275.0000000000341,KmPost,
N1,LRP407a,Link,Box culvert,21.283944100000003,92.1005278,135.99999999996726,Culvert,
N1,LRP407b,Link,Bridge start,21.28277751,92.10067986,13.000000000033651,Bridge,
N1,LRP407c,Link,Bridge end,21.282666,92.1006944,427.9999999999404,Bridge,
N1,LRP407d,Link,Box culvert,21.2790827,92.1019722,168.0000000000632,Culvert,
N1,LRP408,Link,"Teknaf 59 km,Uthia 5 km",21.277666,92.10261109999999,995.9999999999809,KmPost,
N1,LRP408a,Bridge,P. F PARA SLAB,21.2308784786138,92.1607571460396,2.0,Slab Culvert,A
N1,LRP408b,Bridge,KUTUB PALONG,21.2293155332673,92.1613561450495,11.3,Steel Beam & RCC Slab,C
N1,LRP409,Link,"Teknaf 58 km,Uthia 4 km",21.269582699999997,92.1066111,14.999999999986358,KmPost,
N1,LRP409a,Link,Box culvert,21.269471600000003,92.1066667,291.99999999997317,Culvert,
N1,LRP409a,Bridge,KUTU - PALONG MOSZID SLAB,21.2215199757575,92.1617032590909,2.2,Slab Culvert,B
N1,LRP409b,Link,Bridge start,21.2678604,92.1088333,26.000000000067303,Bridge,
N1,LRP409b,Bridge,KOSHO - BINNA - BRIDGE,21.218960082,92.162077758,10.9,Steel Beam & RCC Slab,C
N1,LRP409c,Link,Bridge end,21.267749300000002,92.109,580.9999999999604,Bridge,
N1,LRP409d,Link,Box Culvert,21.2646111,92.1134444,90.00000000003183,Culvert,
N1,LRP409d,Bridge,KASHO - BINNAI SLAB,21.21737604825,92.16248399175,2.1,Slab Culvert,C
N1,LRP410,Link,"Teknaf 57 km,Uthia 3 km",21.2641111,92.1140833,14.000000000010004,KmPost,
N1,LRP410a,Link,Bridge start,21.263972199999998,92.1141944,44.99999999995907,Bridge,
N1,LRP410a,Bridge,KATU PALLANG SLAB,21.2160115861386,92.1636641564356,2.0,Slab Culvert,A
N1,LRP410b,Link,Bridge end,21.263722199999997,92.11447220000001,233.99999999998045,Bridge,
N1,LRP410b,Bridge,KUTUNG PALANG SLAB,21.2149359632653,92.1655512030612,1.8,Slab Culvert,A
N1,LRP410c,Link,Bridge start,21.2623611,92.11616670000001,18.000000000029104,Bridge,
N1,LRP410c,Bridge,KOSUKONA,21.2144308612244,92.1664067448979,2.2,Slab Culvert,A
N1,LRP410d,Link,Bridge end,21.26225,92.1163056,714.999999999975,Bridge,
N1,LRP411,Link,"Teknaf 56 km,Uthia 2 km",21.2580278,92.1214438,224.00000000004638,KmPost,
N1,LRP411a,Link,Bridge start,21.256555600000002,92.122916,12.999999999919964,Bridge,
N1,LRP411a,Bridge,BALAKHALI TV CENTER,21.2063047283582,92.1700180179104,6.4,Box Culvert,A
N1,LRP411b,Link,Bridge end,21.2565,92.12297159999999,239.00000000003274,Bridge,
N1,LRP411b,Bridge,BALUKHALI-2 SLAB,21.2043409872865,92.1703567258064,2.2,Slab Culvert,A
N1,LRP411c,Link,Box culvert,21.2550278,92.1245827,250.0,Culvert,
N1,LRP411d,Link,Box culvert,21.2537778,92.1266382,275.9999999999536,Culvert,
N1,LRP412,Link,"Teknaf 55 km,Uthia 1 km",21.2521944,92.1286104,17.00000000005275,KmPost,
N1,LRP412a,Link,Box culvert,21.2521111,92.1287493,120.00000000000455,Culvert,
N1,LRP412a,Bridge,BALUKHALI KASTOM,21.2019671732447,92.1704006677419,3.1,Box Culvert,A
N1,LRP412b,Link,Bridge start,21.250472199999997,92.1307493,90.00000000003183,Bridge,
N1,LRP412b,Bridge,Balukali Old bus Stand Bridge,21.197632418584,92.1705772646017,38.7,RCC Girder Bridge,C
N1,LRP412c,Link,Bridge end,21.2504167,92.1307493,780.9999999999491,Bridge,
N1,LRP412d,Bridge,BAKUHHALI KASHAMIA,21.1953155305785,92.1705074661157,3.0,Box Culvert,A
N1,LRP412d,Link,Bridge start,21.248082999999998,92.1341108,13.000000000033651,Bridge,
N1,LRP412e,Link,Bridge end,21.2479997,92.1342219,40.99999999999682,Bridge,
N1,LRP413,Link,Teknaf 54 km,21.2462219,92.1364719,300.00000000001137,KmPost,
N1,LRP413a,Link,"Z1503, Maricha Dukbanglow road",21.2447497,92.1389441,382.9999999999245,"SideRoad,Left",
N1,LRP413a,Bridge,Batukhali Bridge,21.1907730988505,92.1680703199233,9.4,RCC Girder Bridge,A
N1,LRP413b,Link,Bridge start,21.242333,92.1413608,22.000000000048203,Bridge,
N1,LRP413b,Bridge,BALUKHAKI,21.1888919350109,92.1658773557987,15.4,RCC Girder Bridge,D
N1,LRP413c,Link,Bridge end,21.242221899999997,92.1415552,301.9999999999641,Bridge,
N1,LRP414,Link,Teknaf 53 km,21.2412497,92.1440552,980.0000000000182,KmPost,
N1,LRP414a,Bridge,GOGU GONA,21.1839744314735,92.1593026449213,1.2,Box Culvert,A
N1,LRP415,Link,Teknaf 52 km,21.235777399999996,92.1511667,998.0000000000473,KmPost,
N1,LRP415a,Bridge,THANGKHALI BOX CULVERT,21.1797067107296,92.1578310562231,3.1,Box Culvert,C
N1,LRP415b,Bridge,THANG KHALI BOX CULVERT,21.177417156701,92.1570372113402,3.1,Box Culvert,B
N1,LRP415c,Bridge,Thang Khali Bridge,21.1754208098765,92.1562526135802,48.2,RCC Girder Bridge,D
N1,LRP416,Link,Teknaf 51km,21.236333,92.1586667,1009.9999999999909,KmPost,
N1,LRP416a,Bridge,Changkhali Bridge,21.1724828063829,92.1552940329787,9.4,RCC Girder Bridge,A
N1,LRP416b,Bridge,CHANG KHALI BRIDGE,21.1703723502057,92.1547387765432,31.1,RCC Girder Bridge,B
N1,LRP416d,Bridge,JAM TOLI BRIDGE,21.1688213638709,92.153662396129,9.4,RCC Girder Bridge,B
N1,LRP416e,Bridge,JAM TOLI BOX CULVERT,21.168232930909,92.1531459818181,3.0,Box Culvert,A
N1,LRP416f,Bridge,DAIM PARA BRIDGE,21.1666653482213,92.1523376486166,9.3,RCC Girder Bridge,B
N1,LRP417,Link,Teknaf 50 km,21.2283604,92.1617222,264.99999999998636,KmPost,
N1,LRP417a,Bridge,DAIM PARA CULVERT,21.1655725596837,92.1522082019762,3.0,Box Culvert,C
N1,LRP417a,Link,Box culvert,21.226138199999998,92.1611667,209.00000000000318,Culvert,
N1,LRP417b,Link,Box culvert,21.224332699999998,92.16144440000001,527.9999999999632,Culvert,
N1,LRP417b,Bridge,DAIM PARA CULVERT,21.16498780625,92.152190071875,4.6,Box Culvert,A
N1,LRP417c,Bridge,DAIM PARA CULVERT,21.1619757444915,92.1523314669491,1.25,Box Culvert,C
N1,LRP417d,Bridge,DAIM PARA CULVERT,21.1602045009259,92.1525257175926,3.0,Box Culvert,A
N1,LRP417e,Bridge,PALONG KHALI CULVERT,21.1584534746478,92.1525195633802,3.0,Box Culvert,C
N1,LRP418,Link,Info.Missing,21.2198049,92.1618611,400.0000000000341,KmPost,
N1,LRP418a,Link,Box culvert,21.2165556,92.1626944,302.99999999999727,Culvert,
N1,LRP418a,Bridge,PALONG KHALI BAZAR (1),21.1524632792452,92.1534145867924,9.4,RCC Girder Bridge,C
N1,LRP418b,Link,Box culvert,21.215277800000003,92.16497220000001,195.99999999996953,Culvert,
N1,LRP418b,Bridge,PALONG KHALI BAZAR BRIDGE,21.1498906490706,92.1552156215613,15.2,RCC Bridge,C
N1,LRP418c,Link,Box culvert,21.2142778,92.166666,105.99999999999454,Culvert,
N1,LRP419,Link,Teknaf 47km,21.21375,92.1674438,128.00000000004275,KmPost,
N1,LRP419a,Bridge,PALONG KHALI RCC GIDER BRIDGE,21.1477676743494,92.1570426250929,58.0,RCC Girder Bridge,C
N1,LRP419a,Link,Box culvert,21.212722199999998,92.1678882,244.0000000000282,Culvert,
N1,LRP419b,Link,Box culvert,21.2105833,92.1681382,99.9999999999659,Culvert,
