road,id,model_type,name,lat,lon,length,condition
N1,359,link,Km post missing,23.2768882,91.3011944,1000.0,
N1,360,bridge,RANGAMATIA (1) BOX CULVERT,23.2618360940594,91.3070217386138,3.0,B
N1,361,bridge,RANGOWATIA 2 CULVERT,23.25941665,91.3073611,3.0,B
N1,362,bridge,NOWA PARA BOX CULVERT,23.2576429774881,91.3076156494075,3.6,B
N1,363,link,Km post missing,23.268638199999998,91.30497220000001,115.99999999999966,
N1,364,link,Box culvert,23.267749300000002,91.30547220000001,277.00000000001523,
N1,365,bridge,HARISHARDE CULVERT,23.2527463398104,91.3083926405213,4.5,B
N1,366,link,Box culvert,23.2654444,91.3064444,202.99999999998875,
N1,367,link,Box culvert,23.263666699999998,91.30675,403.99999999999636,
N1,368,link,Km post missing,23.2601111,91.3072778,156.0000000000059,
N1,369,bridge,SONAGATI BOX CULVERT,23.2443915125925,91.3114032292592,2.5,B
N1,370,link,Box culvert,23.258722199999998,91.30744440000001,843.9999999999941,
N1,371,bridge,BALUJURI BOX CULVERT,23.2429040619631,91.3119739539877,19.2,B
N1,372,bridge,BALUZURI 2 CULVERT,23.2397920309669,91.3125740860465,2.6,A
N1,373,link,Km post missing,23.2511944,91.3086389,174.0000000000208,
N1,374,bridge,KALIR BAZAR BOX CULVERT,23.2360759516523,91.3129901976744,2.5,A
N1,375,link,Box culvert,23.249833,91.3091944,185.99999999997863,
N1,376,bridge,KALIA BAZER BOC CULVERT,23.2289195919642,91.3134220678571,3.1,B
N1,377,link,Bridge start,23.248333,91.3098056,23.000000000010346,
N1,378,link,Bridge end,23.2481663,91.3098889,346.9999999999942,
N1,379,link,Box culvert,23.2452774,91.3110556,269.999999999996,
N1,380,link,Km post missing,23.243083,91.3119167,163.0000000000109,
N1,381,link,Box culvert,23.241694100000004,91.31236109999999,816.9999999999931,
N1,382,bridge,CHAUDDAGARAM BOX CULVERT,23.2259184472573,91.3135697177215,2.6,B
N1,383,bridge,CHADDAGRAM BAZAR BOX CULVERT,23.2220338977777,91.3137005933333,6.0,A
N1,384,link,Box culvert,23.2344997,91.3131667,19.99999999999602,
N1,385,link,Km post missing,23.234305199999998,91.3131667,314.9999999999977,
N1,386,link,Box culvert,23.231499300000003,91.31322220000001,448.0000000000217,
N1,387,bridge,HAYDAR POLE BOX CULVERT,23.2131955721448,91.3153497403899,14.3,B
N1,388,link,Box culvert,23.2275549,91.31352779999999,236.99999999998056,
N1,389,link,Km post missing,23.225388199999998,91.3135833,450.00000000000284,
N1,390,bridge,FALGUNCORA CULVERT,23.2050386287937,91.3163167282749,6.1,A
N1,391,link,Road to Bangadda (Z1045),23.221416,91.3137222,328.00000000001717,
N1,392,link,Box culvert,23.2184993,91.31438890000001,221.99999999998,
N1,393,link,Km post missing,23.2165556,91.3149167,718.0000000000177,
N1,394,link,Box culvert,23.2103056,91.31572220000001,281.99999999998226,
N1,395,bridge,ATTOCK GRAM BOX CULVERT,23.1961887953757,91.3176705069364,6.1,A
N1,396,link,Km post missing,23.2078889,91.3159722,771.0000000000008,
N1,397,link,Box culvert,23.201,91.31680490000001,228.9999999999992,
N1,398,bridge,BOSONTA PUR BOX CULVERT,23.1874350254302,91.3209051317399,6.1,C
N1,399,link,Km post missing,23.1990274,91.31705490000002,865.0000000000091,
N1,400,bridge,BASHONTA PUR (2),23.1817958149837,91.3208787514658,9.5,B
N1,401,link,Box culvert,23.192110800000002,91.31855490000001,134.9999999999909,
N1,402,link,Km post missing,23.1909997,91.3192493,523.0000000000103,
N1,403,link,Bridge start,23.1866941,91.3212493,11.999999999986244,
N1,404,bridge,NANKORA BOX CULVERT,23.1726272318681,91.3205774642857,3.1,B
N1,405,link,Bridge end,23.1866108,91.32127709999999,465.0000000000034,
N1,406,link,Km post missing,23.1826382,91.3210827,614.0000000000185,
N1,407,bridge,ANDAJER BAZER BOX CULVERT,23.1635138669191,91.3215889464646,9.5,A
N1,408,link,Box culvert,23.177360399999998,91.31980490000001,515.0000000000006,
N1,409,link,Ctg 133 km,23.172916,91.32052709999999,545.9999999999781,
N1,410,bridge,DIMATOLI (1) BOX CULVERT,23.1527364949367,91.3243178772152,6.3,B
N1,411,link,Bridge start,23.168138199999998,91.3213604,14.000000000024215,
N1,412,link,Bridge end,23.1680549,91.3213604,439.9999999999977,
N1,413,link,Km post missing,23.1641389,91.3214993,791.9999999999874,
N1,414,link,Box culvert,23.157166699999998,91.3224993,208.00000000001262,
N1,415,bridge,DIMATOLY (2) BOX CULVERT,23.1436667679334,91.3266680470308,3.5,B
N1,416,link,Km post missing,23.1554167,91.3232771,631.9999999999766,
N1,417,bridge,JAGARNATHPUR BOX CULVERT,23.1389893200345,91.3263585348877,6.1,B
N1,418,link,Road to Nangolhat (Z1048),23.1496941,91.3254993,269.00000000000546,
N1,419,link,Box culvert,23.148027399999997,91.3264993,99.00000000001796,
N1,420,link,Km post missing,23.1471663,91.3266938,420.99999999999227,
N1,421,bridge,JAGOT PUR BOX CULVERT,23.1332639685968,91.327546416481,3.0,B
N1,422,link,Box culvert,23.1433886,91.326666,579.0000000000077,
N1,423,bridge,HASO BOTHACH BOX CULVERT,23.1252363577777,91.3303863688888,6.5,A
N1,424,link,Km post missing,23.138221899999998,91.32630490000001,101.99999999997544,
N1,425,link,Box culvert,23.1374163,91.32647159999999,898.0000000000246,
N1,426,bridge,FOKIR BAZAR SLAB CULVERT,23.1196973774193,91.3328165129032,4.5,B
N1,427,link,Km post missing,23.1295827,91.3284993,69.99999999999318,
N1,428,link,Box culvert,23.129082699999998,91.3287216,675.0000000000114,
N1,429,bridge,KAKKARA CULVERT,23.1158251554,91.335094485,5.3,B
N1,430,link,Box culvert,23.123499300000002,91.3311382,254.99999999999545,
N1,431,link,Km post missing,23.1213327,91.33205490000002,247.99999999999045,
N1,432,bridge,Chanara Box Culvert,23.1074284451388,91.3400495436111,6.1,A
N1,433,link,Box culvert,23.1193049,91.3329993,27.999999999991587,
N1,434,link,"Ctg 127 km,Feni 16 km",23.1191382,91.3330827,1000.0,
N1,435,bridge,CHANGARPULL(II) BOX CULVERT,23.1017563206521,91.343162998913,3.1,B
N1,436,bridge,ADONCORA,23.0973512527272,91.3454956309091,9.5,B
N1,437,link,Km post missing,23.1113611,91.3378052,74.99999999998863,
N1,438,link,Box culvert,23.110805600000003,91.3381386,719.9999999999989,
N1,439,bridge,PODOYA BOX CULVERT,23.0930298369186,91.3478308386627,3.1,A
N1,440,link,Box culvert,23.105111100000002,91.3413608,205.0000000000125,
N1,441,bridge,FOEALTPARA BOX CULVERT,23.0870753710144,91.3512101492753,9.25,B
N1,442,link,Km post missing,23.1035,91.3422497,368.0000000000234,
N1,443,bridge,UTTOR KAIEATI CULVERT,23.0819909531309,91.3541811474383,3.5,A
N1,444,link,Box culvert,23.1005833,91.34377740000001,549.999999999983,
N1,445,bridge,KOKALI BOX CULVERT,23.0779647046997,91.3566005031331,14.2,B
N1,446,link,Box culvert,23.0961941,91.3461108,81.99999999999363,
N1,447,link,Km post missing,23.095582999999998,91.3464441,688.0000000000166,
N1,448,bridge,DUTHOSHA BOX CULVERT,23.070198184,91.3603022,6.1,B
N1,449,link,Box culvert,23.0901108,91.34941629999999,311.9999999999834,
N1,450,link,Km post missing,23.0876108,91.35088890000002,344.99999999999886,
N1,451,link,Box culvertt,23.0849719,91.35247220000001,527.0000000000152,
N1,452,link,Bridge start,23.0808049,91.3548611,16.999999999995907,
N1,453,link,Bridge end,23.0806938,91.35494440000001,193.00000000001205,
N1,454,link,Ctg 122 km,23.0792493,91.3558333,765.9999999999911,
N1,455,link,Box culvert,23.0732493,91.3594167,234.00000000000887,
N1,456,bridge,MOHAMMAD ALI MAZAR,23.0607473333333,91.3618624619047,4.0,B
N1,457,link,Km post missing,23.0712493,91.3599722,274.99999999997726,
N1,458,link,Start of Feni road Division / Start of Feni road Division,23.0688604,91.36072220000001,611.0000000000184,
N1,459,link,Box Culvert,23.0636944,91.3616389,18.000000000000682,
N1,460,link,Ctg 103 km,23.063527800000003,91.3616389,229.99999999998977,
N1,461,bridge,FATAPUR BOX CULVERT,23.0379728055555,91.3656784724359,10.8,A
N1,462,link,Road to Karerhat (Z1031),23.061472199999997,91.3616667,882.000000000005,
N1,463,link,Ctg 102 km,23.0538611,91.36372220000001,500.0,
N1,464,bridge,DEBIPUR SLAB CULVERT,23.0269801170731,91.3655004839721,1.6,A
N1,465,link,Z1031,23.047944100000002,91.3651389,521.000000000015,
N1,466,link,Ctg 101 km,23.044971899999997,91.36536109999999,195.99999999996953,
N1,467,link,Box culvert,23.0427774,91.3654444,336.00000000001273,
N1,468,link,Rail Road Crossing,23.0398052,91.3656111,468.00000000001774,
N1,469,link,Km post missing,23.0360274,91.36575,734.9999999999852,
N1,470,link,Box culvert,23.029416,91.36563890000001,286.9999999999777,
N1,471,bridge,CHARIPUR CULVERT.,23.0124048410423,91.3779796149837,3.4,A
N1,472,link,"Ctg 99 km,Feni 3 km",23.026971600000003,91.3655,240.0000000000091,
N1,473,link,Road to Biroli (Z1030),23.024832699999997,91.3655278,760.9999999999957,
N1,474,link,"Ctg 98 km,Feni 2 km",23.0193604,91.3697771,151.00000000001046,
N1,475,link,Box culvert,23.0185271,91.37083270000001,723.9999999999895,
N1,476,link,Box culvert,23.014083300000003,91.37597159999999,125.0,
N1,477,link,Km post missing,23.0132778,91.37694379999999,614.0000000000043,
N1,478,link,Intersection with N104 / Km post missing,23.009555600000002,91.3813604,1407.0000000000107,
N1,479,bridge,RAMPUR BOX CULVERT,22.999248756,91.3957752,1.5,A
N1,480,bridge,RAMPUR BRIDGE,22.9947280792802,91.4022894900763,23.4,A
N1,481,bridge,Rampur Bridge(L),22.9947280792802,91.4022894900763,22.86,B
N1,482,bridge,.,22.9927169359869,91.4047486961832,1.9,A
N1,483,link,Ctg 95 km,23.0018889,91.3920552,1000.0,
N1,484,link,Km post missing,22.996388600000003,91.3998052,85.00000000000796,
N1,485,link,Bridge start,22.9961941,91.4005,22.999999999996135,
N1,486,link,Bridge end,22.9960552,91.4006667,917.0000000000016,
N1,487,link,"Ctg 93 km,Lalpole 1 km",22.990694100000002,91.4072222,447.9999999999791,
N1,488,link,Road to Feni Town (Z1034),22.9877774,91.41,296.0000000000207,
N1,489,link,Road to Sonagazi (Z1034),22.985888600000003,91.4120556,256.0000000000002,
N1,490,link,Ctg 91 km,22.984221899999998,91.41372220000001,1050.9999999999877,
N1,491,link,Ctg 91 km,22.9774438,91.42058270000001,1000.0,
N1,492,link,Km post missing,22.9711382,91.4273882,1000.0,
N1,493,bridge,LAMUA BRIDGE,22.9614487369369,91.4429962027027,94.05,B
N1,494,bridge,Lemua Bridge(L),22.9614487369369,91.4429962027027,98.87,C
N1,495,link,Km post missing,22.966333300000002,91.4356108,780.0000000000011,
N1,496,link,Bridge start,22.9624167,91.44169409999999,109.00000000000887,
N1,497,link,Bridge end,22.9618056,91.4424997,110.99999999999,
N1,498,link,Km post missing,22.9611667,91.44338859999999,1043.0000000000064,
N1,499,link,Ctg 87 km,22.9561389,91.45177779999999,1000.0,
N1,500,link,Km post missing,22.9514444,91.46002779999999,1012.0000000000005,
N1,501,bridge,FAZAILPUR BOXCULVERT,22.9486038666666,91.4794993833333,1.5,A
N1,502,link,"Ctg 85 km,Bairyahat 10 km",22.9479997,91.46899930000001,737.9999999999995,
N1,503,link,Road to Mounshirhat (Z1081),22.9483608,91.4761382,262.00000000000045,
N1,504,link,Km post missing,22.9484997,91.4786938,1008.0000000000098,
N1,505,bridge,MUHURI BRIDGE,22.9496126090047,91.502066899526,191.5,B
N1,506,bridge,Muhuri Bridge(L),22.9496126090047,91.502066899526,193.22,B
N1,507,link,Ctg 83 km,22.9497497,91.4883608,1000.0,
N1,508,link,Km post missing,22.9497774,91.49802740000001,287.9999999999825,
N1,509,link,Bridge start,22.9496663,91.5007778,211.00000000001273,
N1,510,link,Bridge end,22.949582999999997,91.50277779999999,508.99999999998613,
N1,511,link,Ctg 81 kkm,22.9482774,91.50725,618.9999999999998,
N1,512,link,Road to Chhagalnaiya (Z1032),22.943944100000003,91.51086109999999,381.0000000000002,
N1,513,link,Km post missing,22.940832999999998,91.5124444,1000.0,
N1,514,link,Km post missing,22.932971600000002,91.51722159999998,1000.0,
N1,515,bridge,DHOOM GHAT PC GIRDER,22.9149647061403,91.5262895350877,220.6,B
N1,516,bridge,DumGhat Bridge(L),22.9149647061403,91.5262895350877,222.43,A
N1,517,bridge,BUMGAT BOXCULVERT,22.9097128884012,91.5289285034482,6.1,A
N1,518,link,Km post missing,22.924888199999998,91.5213327,1000.0,
N1,519,bridge,BOROYAR PARA SLUB CULVERT,22.9042462955223,91.5316297776119,3.0,A
N1,520,link,Km post missing,22.916721600000002,91.5253882,134.00000000001455,
N1,521,link,Bridge start,22.9156667,91.5259438,227.99999999998022,
N1,522,link,Bridge end/Start of Chittagong Road Division / Bridge end/Start of Chittagong Road Division,22.9138056,91.5268604,638.0000000000052,
N1,523,link,Km post missing,22.9085833,91.5294993,464.00000000002706,
N1,524,bridge,BAROYARHAT BOX CULVERT,22.8916386,91.5354719,3.0,A
N1,525,link,Box culvert,22.9046667,91.53144379999999,535.9999999999729,
N1,526,link,Km post missing,22.9003333,91.5333608,82.99999999999841,
N1,527,link,End of Bituminous Pavment,22.899444100000004,91.5336108,637.0000000000005,
N1,528,link,Road to Karerhat (R151),22.893999700000002,91.5346941,112.99999999999955,
N1,529,link,Start of Bituminious Pavement,22.8929719,91.5350274,104.00000000001342,
N1,530,link,Box culvert,22.8921663,91.5353052,62.99999999998818,
N1,531,link,Km post missing,22.891638600000004,91.5354719,1000.0,
N1,532,bridge,UTTOR SONAPAR BOX CULVERT,22.8746986941176,91.5408836647058,4.3,A
N1,533,bridge,CHAIRMEN BARI BOX CULVERT,22.872722034892,91.5415958766187,2.0,A
N1,534,bridge,MADDAM SONAPAR(1) BOX CULVERT,22.8680563702127,91.5432963340425,1.5,A
N1,535,link,Km post missing / Box culvert,22.8829993,91.5381663,914.999999999992,
N1,536,bridge,DHARBAR TILA CULVERT,22.8609876872509,91.5451551717131,4.3,A
N1,537,link,Box culvert,22.875166,91.54072190000001,85.00000000000796,
N1,538,bridge,MADDUM SONAPHAR-3,22.8594847882591,91.5454799987854,2.0,A
N1,539,link,Km post missing,22.874443799999998,91.5409719,162.00000000000614,
N1,540,link,Box culvert,22.8731382,91.54144409999999,555.9999999999832,
N1,541,bridge,MAMAFOUN ASTANA CULVERT,22.8560565672727,91.5457188709091,1.5,A
N1,542,bridge,MAMAFAKIR ASTANA SLAB CULVERT,22.8551475327433,91.5458221849557,1.5,A
N1,543,link,Box culvert,22.868416,91.5431663,282.0000000000107,
N1,544,link,Km post missing,22.8661111,91.5439997,576.0000000000218,
N1,545,bridge,MASTANNAGOR BONCUL(1),22.8486172764705,91.5463706117647,8.5,A
N1,546,link,Box culvert,22.861117723107572,91.54512584501991,176.99999999996407,
N1,547,link,Box culvert,22.8595833,91.54547190000001,247.0000000000141,
N1,548,bridge,MUSTAU NOGAR(2),22.8453914894736,91.5474689210526,3.0,A
N1,549,bridge,MASTARI HAGOR 3 CULVERT,22.8434551375,91.54814955625,1.5,A
N1,550,link,Km post missing,22.8575556,91.54563859999999,164.99999999999204,
N1,551,link,Box culvert,22.855999999999998,91.5457219,112.99999999999955,
N1,552,bridge,MUSTAN NAGAR -4,22.8410943334277,91.5488096951841,3.0,A
N1,553,link,Box culvert,22.8550556,91.545833,722.0000000000084,
N1,554,bridge,RAIPUR BOX CUL-1,22.8327467692419,91.5501035014577,3.0,A
N1,555,link,Km post missing,22.8486663,91.5463608,16.999999999995907,
N1,556,bridge,RAIPUR (2) BOX CULVERT,22.8309613422018,91.5505028545871,4.5,A
N1,557,link,Bridge start,22.8485274,91.5463886,10.000000000019327,
N1,558,link,Bridge end,22.848444100000002,91.54641629999999,379.99999999999545,
N1,559,bridge,PURPU DURGAPURE BOX CUL,22.8243706577981,91.5526915454128,12.4,C
N1,560,link,Box culvert,22.8452219,91.5475274,240.0000000000091,
N1,561,link,Box culvert,22.8432497,91.5482219,352.9999999999802,
N1,562,link,Km post missing,22.8401941,91.5490552,314.0000000000214,
N1,563,link,Pipe culvert,22.8372497,91.5492497,685.9999999999786,
N1,564,link,Km post missing,22.8313882,91.55036109999999,872.0000000000141,
N1,565,link,Box culvert,22.8239438,91.5528333,127.9999999999859,
N1,566,link,Km post missing,22.8228049,91.55313890000001,1000.0,
N1,567,bridge,MUCHIPOOL CULVERT,22.811563437647,91.5562562129411,9.5,B
N1,568,link,Km post missing,22.8141389,91.5555833,340.0000000000034,
N1,569,link,Box culvert,22.8110556,91.5563889,406.0000000000059,
N1,570,link,Box culvert,22.808000000000003,91.5579167,251.99999999998113,
N1,571,link,Box culvert,22.8059722,91.5589167,2.0000000000095497,
N1,572,link,Km post missing,22.805944399999998,91.5589167,155.00000000000114,
N1,573,link,Box culvert,22.8045833,91.5591111,844.9999999999989,
N1,574,bridge,MIRSARAI BOX CUL,22.7941813523326,91.5629612622718,4.5,A
N1,575,link,Km post missing,22.797471899999998,91.56136109999998,492.999999999995,
N1,576,bridge,MIRAISORI BRIDGE,22.7821968918511,91.5691025661971,23.2,B
N1,577,link,Box Culvert,22.7934163,91.5633333,472.0000000000084,
N1,578,link,Box culvert,22.789610800000002,91.5654444,34.99999999999659,
N1,579,link,Km post missing,22.7893608,91.5655833,993.9999999999998,
N1,580,link,Bridge start,22.7813327,91.5695271,6.000000000000227,
N1,581,bridge,Mirsorai(2) box culvert,22.774197092,91.5728737519999,6.0,A
N1,582,link,Km post missing,22.781221600000002,91.5695827,14.999999999986358,
N1,583,link,Bridge end,22.781138199999997,91.5696382,486.00000000004684,
N1,584,bridge,IANAINIPOL BOX CULVERT.,22.770251666098,91.5750905211087,9.7,A
N1,585,link,Road to Narayanhat (Z1021),22.777110399999998,91.5713327,474.9999999999943,
N1,586,link,Box culvert,22.7732771,91.5733604,23.999999999972488,
N1,587,link,Km post missing,22.7730271,91.57347159999999,469.0000000000225,
N1,588,link,Box culvert,22.7693604,91.5756104,2.0000000000095497,
N1,589,bridge,BOKIMTOLA BOX CULVERT,22.7630626913907,91.5804538821192,4.0,A
N1,590,link,Box culvert,22.7661944,91.5779993,528.9999999999679,
N1,591,link,Km post missing,22.765472199999998,91.57855490000001,453.00000000000296,
N1,592,bridge,VARTAKA BOX CULVERT,22.7535653245121,91.5886004236585,12.9,A
N1,593,link,Box culvert,22.7621944,91.5811382,546.999999999997,
N1,594,link,Km post missing,22.758527800000003,91.58452740000001,819.9999999999932,
N1,595,bridge,VARTAGIA BOX CULVERT,22.7506393495689,91.5908840370689,3.0,A
N1,596,link,Bridge start,22.7526389,91.5893608,22.999999999996135,
N1,597,link,Bridge end,22.7525,91.5894719,157.0000000000107,
N1,598,bridge,BOTHAGIA (-3) BOX CULVERT,22.7445136523437,91.5943998915364,8.1,B
N1,599,link,Km post missing,22.751333300000002,91.5903608,231.99999999999932,
N1,600,link,Box culvert,22.749638600000004,91.5916386,768.0000000000007,
N1,601,link,Km post missing,22.7435552,91.5949163,32.00000000001069,
N1,602,link,Box culvert,22.743305199999998,91.5950274,967.9999999999893,
N1,603,link,Km post missing,22.7349997,91.59794409999999,12.000000000000455,
N1,604,bridge,NIAZAMPUR BOX CULVERT,22.723316755473,91.6024331404452,3.0,A
N1,605,link,Box culvert,22.7349163,91.5979719,987.9999999999995,
N1,606,link,Km post missing,22.7263882,91.60077779999999,539.0000000000157,
N1,607,bridge,MIRJAPUR BOX CULVERT,22.7178243865384,91.6057623307692,3.0,A
N1,608,link,Box culvert,22.7221104,91.6030833,460.9999999999843,
N1,609,bridge,MIRZAPUR (2) BOX CULVERT,22.7172707342307,91.6061084846153,3.0,A
N1,610,bridge,ISAMATI BOX CULVERT,22.7138727382812,91.6082352218749,19.2,C
N1,611,link,Km post missing,22.7185549,91.6053056,259.9999999999909,
N1,612,link,Box culvert,22.7165556,91.6065556,75.00000000001705,
N1,613,link,Box culvert,22.715999999999998,91.6069167,215.0000000000034,
N1,614,link,"Ctg 52 km,Sitakhada 12 km",22.7143889,91.60794440000001,256.0000000000002,
N1,615,bridge,DUKHIN UTHPAR BOX CULVERT,22.701816503937,91.6149734608923,19.2,A
N1,616,link,Box culvert,22.7124167,91.6090556,606.9999999999709,
N1,617,link,Box Culvert,22.7076111,91.6118056,137.00000000002888,
N1,618,link,Km post missing,22.7065556,91.61236109999999,67.99999999998363,
N1,619,link,Box culvert,22.706,91.6126944,342.00000000001296,
N1,620,bridge,VANGGARPOL BOX CULVERT,22.6912517148148,91.6201690574074,4.2,A
N1,621,link,Box culvert,22.7033056,91.6142222,381.0000000000002,
N1,622,link,Box culvert,22.7002222,91.61577779999999,219.99999999999886,
N1,623,link,"Ctg 50 km,Sitakanda 10 km",22.6984997,91.61666600000001,783.9999999999918,
N1,624,link,Box culvert,22.6919719,91.61986040000001,216.00000000000819,
N1,625,bridge,BORO KAMALDA BOX CULVERT,22.6868697647058,91.6220385823529,3.2,A
N1,626,link,Km post missing,22.6904163,91.62052709999999,98.00000000001319,
N1,627,bridge,TARAT BOX CULVERT,22.6769772991044,91.6268169453731,6.0,A
N1,628,link,Box culvert,22.689583,91.62083270000001,543.9999999999827,
N1,629,link,Box culvert,22.685083,91.6228327,317.0000000000073,
N1,630,link,"Ctg 48 km,Sitakanda 8 km",22.6825549,91.6241938,669.9999999999875,
N1,631,link,Box culvert,22.6769438,91.62683270000001,231.00000000002296,
N1,632,bridge,Tarial Bazar Culvert,22.6699594391304,91.6293531695652,3.0,A
N1,633,bridge,MIRJA PUR (3) BOX CULVERT,22.6657838981081,91.6311293581081,3.0,A
N1,634,link,Box culvert,22.6751382,91.6274438,98.99999999998954,
N1,635,link,Km post missing,22.6743049,91.6277493,119.99999999997613,
N1,636,link,Road to Haidchokia (Z1086),22.6733049,91.62808270000001,131.00000000002865,
N1,637,bridge,SATU DURUAR HAT BOX CULVERT,22.6615956814814,91.6335257425926,3.0,A
N1,638,link,Box culvert,22.6722493,91.6285271,506.0000000000002,
N1,639,link,Box culvert,22.6678604,91.6301104,370.00000000000455,
N1,640,link,"Ctg 46 km,Sitakanda 6 km",22.6649167,91.63155490000001,137.9999999999768,
N1,641,bridge,RONA SORA CULVERT,22.6547124294117,91.6379261764705,3.1,A
N1,642,link,Box culvert,22.6638333,91.6321382,539.999999999992,
N1,643,link,Box culvert,22.6596667,91.6347219,322.00000000003115,
N1,644,bridge,NUNA CHARA BOX CULVERT,22.6510709547445,91.6400341194647,4.6,A
N1,645,bridge,BOTTOL BOX CULVERT,22.6474561112311,91.6419171170626,12.4,A
N1,646,link,Km post missing,22.6571389,91.636333,356.9999999999993,
N1,647,link,Box culvert,22.6543889,91.63813859999999,208.99999999997476,
N1,648,link,Box culvert,22.652777800000003,91.6391663,411.0000000000298,
N1,649,link,"Ctg 44 km,Sitakanda 4 km",22.6494997,91.640833,67.00000000000728,
N1,650,bridge,KACHAI PATH BOX CULVERT,22.636096590965,91.648209240657,3.0,A
N1,651,link,Box culvert,22.6489997,91.6411108,462.99999999999386,
N1,652,bridge,KACHAI POTTI BOX CULVERT,22.6343285718685,91.6492077265913,3.0,A
N1,653,link,Box culvert,22.645277399999998,91.6430552,469.99999999999886,
N1,654,link,Km post missing,22.641582999999997,91.6451108,973.9999999999611,
N1,655,bridge,EGOL PUR BOX CULVERT,22.6281666352941,91.6527578258312,3.0,A
N1,656,link,Box culvert,22.6338608,91.64947190000001,87.00000000001751,
N1,657,bridge,UTTOR SITAKONDO BAZAR BOX CULVERT,22.6258323373493,91.6541857554217,6.1,B
N1,658,link,"Ctg 42 km,Sitakanda 2 km",22.6330827,91.649833,134.9999999999909,
N1,659,bridge,SITAKUNDA SLAB,22.6230461711711,91.6554672531531,3.0,A
N1,660,link,Box culvert,22.632027100000002,91.65038890000001,782.0000000000107,
N1,661,bridge,MOHADAB PUR BOX CULVERT,22.6177563490118,91.6580589438735,3.0,A
N1,662,link,Box culvert,22.625916,91.6541389,82.99999999999841,
N1,663,link,Km post missing,22.625221600000003,91.6545278,219.0000000000225,
N1,664,bridge,PURBOMOHADAB PUR SLAB CULVERT(L),22.6149899686274,91.6602670503268,4.6,A
N1,665,link,Box culvert,22.623471600000002,91.65530559999999,332.99999999997,
N1,666,link,Box culvert,22.620693799999998,91.6563611,163.0000000000109,
N1,667,link,Bridge start,22.6194993,91.65688890000001,19.99999999998181,
N1,668,link,Bridge end / Box culvert,22.6180271,91.6578333,253.00000000001432,
N1,669,link,Box culvert,22.6175271,91.65825,91.00000000000819,
N1,670,link,"Ctg 40 km,Sitakanda 0 km",22.616971600000003,91.65875,15.999999999991132,
N1,671,bridge,MADICAL MORE CULVERT,22.6117556741935,91.6625686731182,3.0,A
N1,672,link,Box culvert,22.6168604,91.6588611,611.9999999999948,
N1,673,link,Box culvert,22.6123889,91.6622222,372.0000000000141,
N1,674,link,Km post missing,22.609444399999997,91.6638333,72.00000000000273,
N1,675,bridge,DOKHIN MOHADEB PUR BOX CULVERT,22.6038394411764,91.6673745588235,2.95,A
N1,676,link,Box culvert,22.6088889,91.66411109999999,951.9999999999698,
N1,677,bridge,KALIAVA BOX CULVERT,22.6023506949579,91.6683367336134,4.5,B
N1,678,bridge,SKM BOX CULVERT(1),22.5971665766519,91.671819207489,9.3,B
N1,679,link,Ctg 38 km,22.6015833,91.66883270000001,129.99999999999545,
N1,680,bridge,HATILOTA BOX CULVERT,22.5938881803921,91.6738889367647,4.5,A
N1,681,link,Box culvert,22.601,91.66927709999999,115.0000000000091,
N1,682,link,Box culvert,22.6000556,91.6699438,49.000000000006594,
N1,683,link,Box culvert,22.599444100000003,91.6703049,681.0000000000116,
N1,684,link,Box culvert,22.594221899999997,91.6737771,24.999999999977263,
N1,685,link,Km post missing,22.5939997,91.6738327,408.0000000000439,
N1,686,bridge,BAROCONDO BRIDGE,22.5870350167767,91.6770444686922,22.25,C
N1,687,link,Box culvert,22.5907497,91.6754716,756.9999999999766,
N1,688,bridge,BAROGINDO CULVERT,22.5815086746355,91.6795390413994,2.5,A
N1,689,link,Info.Missing,22.584583,91.6780827,116.99999999999022,
N1,690,link,Bridge start,22.5836663,91.6784716,26.00000000003888,
N1,691,bridge,BARO-CUNDHOW BOX CULVERT,22.5767930229508,91.68162274153,10.2,A
N1,692,link,Bridge end,22.5834997,91.6785827,342.9999999999893,
N1,693,link,Road to Katirhat (Z1087),22.580666,91.67994379999999,330.99999999998886,
N1,694,link,Box culvert,22.5779438,91.68113819999999,182.99999999999272,
N1,695,link,Km post missing,22.5763604,91.68180490000002,377.00000000000955,
N1,696,link,Bridge start,22.5731938,91.6830827,17.99999999997226,
N1,697,bridge,PHPMORE BON CULVERT,22.5702905930578,91.6840096656198,3.0,A
N1,698,link,Bridge end,22.5730549,91.6831938,605.0000000000182,
N1,699,bridge,CHARA KANDI BOX CULVERT,22.5679968064462,91.6846866604958,8.2,A
N1,700,bridge,R. R TEXTAIL BOX CULVERT,22.5664212916363,91.6851826636363,4.5,A
N1,701,link,Km post missing,22.5679716,91.6846941,178.0000000000257,
N1,702,link,Box culvert,22.566472199999996,91.68516629999999,275.0000000000057,
N1,703,bridge,OHIDPUR BOX CULVERT,22.5585210862619,91.687506242492,4.1,A
N1,704,link,Bridge start,22.5641389,91.68591629999999,13.999999999953161,
N1,705,link,Bridge end,22.564,91.6859441,217.00000000001296,
N1,706,link,Box culvert,22.5624722,91.6863608,316.0000000000025,
N1,707,link,Km post missing,22.5594444,91.6872219,938.999999999993,
N1,708,bridge,BARSH BARIA BRIDGE,22.5543319776357,91.6887963149094,21.6,B
N1,709,link,Ctg 32 km,22.551416699999997,91.6896941,144.00000000003388,
