road;chainage;lrp;lat;lon;gap;type;name
N1;362.42;LRP367a;21.5083889;92.0717493;;Culvert;Box culvert
N1;362.624;LRP367b;21.5069722;92.072916;;Culvert;Box culvert
N1;362.908;LRP368;21.505;92.0745549;;KmPost;Cox's Bazar 27km
N1;363.819;LRP368a;21.4974719;92.0765549;;Culvert;Box culvert
N1;363.908;LRP369;21.4968608;92.0769438;;KmPost;Cox's Bazar 26km
N1;363.956;LRP369a;21.4964441;92.077166;;Culvert;Box culvert
N1;364.861;LRP370;21.4901941;92.0818049;;KmPost;Cox,s Bazar 25 km
N1;365.847;LRP371;21.4870274;92.0898052;;KmPost;Cox,s Bazar 24 km
N1;366.121;LRP371a;21.4851386;92.091333;;Culvert;Box culvert
N1;366.821;LRP372;21.4793604;92.0938886;;KmPost;Cox.s Bazar 23 km
N1;367.179;LRP372a;21.4767771;92.0957497;;Culvert;Box culvert
N1;367.429;LRP372b;21.4750549;92.0971663;;Culvert;Box culvert
N1;367.951;LRP373;21.4713604;92.0997497;;KmPost;Cox,s Bazar 22 km
N1;367.972;LRP373a;21.4712216;92.0998886;BS;Bridge;Bridge start
N1;368.031;LRP373b;21.4708049;92.1002222;BE;Bridge;Bridge end
N1;368.565;LRP373c;21.4667216;92.1025;;Culvert;Box culvert
N1;368.932;LRP374;21.4635833;92.1029167;;KmPost;Cox,s Bazar 21 km
N1;369.901;LRP375;21.4564722;92.1038056;;KmPost;Cox,s Bazar 20 km
N1;370.281;LRP375a;21.4545;92.10075;;Culvert;Box culvert
N1;370.703;LRP375b;21.4512778;92.0994441;;Culvert;Box culvert
N1;370.925;LRP376;21.4496108;92.0994997;;KmPost;Cox,s Bazar 19 km
N1;370.982;LRP376a;21.4494719;92.0995274;;SideRoad,Left;Z1001, Road to Naikkongchhari
N1;371.58;LRP376b;21.443833;92.1014167;;Culvert;Box culvert
N1;371.804;LRP376c;21.4421663;92.1008611;BS;Bridge;Bridge start
N1;371.86;LRP376d;21.4417497;92.1006667;BE;Bridge;Bridge end
N1;371.922;LRP377;21.4413608;92.1003611;;KmPost;Cox,s Bazar 18 km
N1;372.389;LRP377a;21.4375552;92.0984997;;Culvert;Box culvert
N1;372.733;LRP377b;21.434583;92.0973886;;Culvert;Box culvert
N1;372.882;LRP378;21.4334441;92.0969997;;KmPost;Cox,s Bazar 17 km
N1;373.167;LRP378a;21.4310271;92.0961941;;Culvert;Box culvert
N1;373.396;LRP378b;21.4290271;92.0954997;;Culvert;Box culvert
N1;373.475;LRP378c;21.4284993;92.0951941;;SideRoad,Left;Ramu old Section (N109)
N1;373.588;LRP378d;21.4283604;92.0941663;;Culvert;Box culvert
N1;373.872;LRP379;21.4281104;92.0914719;;KmPost;Cox,s Bazar 16 km
N1;374.063;LRP379a;21.427916;92.0896108;BS;Bridge;Bridge start
N1;374.088;LRP379b;21.4278882;92.0893886;BE;Bridge;Bridge end
N1;374.649;LRP379c;21.4271104;92.084083;;Culvert;Box culvert
N1;374.856;LRP380;21.4269716;92.0821104;;KmPost;Cox,s Bazar 15 km
N1;375.032;LRP380a;21.4267771;92.0804716;;Culvert;Box culvert
N1;375.416;LRP380b;21.4264716;92.0767771;;Culvert;Box culvert
N1;375.82;LRP381;21.4267216;92.0730827;;KmPost;Cox,s Bazar 14 km
N1;376.081;LRP381a;21.427416;92.0707216;;Culvert;Box culvert
N1;376.82;LRP382;21.4276938;92.0643611;;KmPost;Cox's Bazar 13km
N1;376.951;LRP382a;21.4270827;92.0632778;;Culvert;Box culvert
N1;377.214;LRP382b;21.4273327;92.0608333;;Culvert;Box culvert
N1;377.551;LRP382c;21.4278882;92.0576667;;Culvert;Box culvert
N1;377.789;LRP382d;21.4280549;92.0554167;;Culvert;Box culvert
N1;377.818;LRP383;21.4280827;92.0551389;;KmPost;Cox,s Bazar 12 km
N1;378.05;LRP383a;21.4280549;92.0529444;;Culvert;Box culvert
N1;378.513;LRP383b;21.4274993;92.0484441;BS;Bridge;Bridge start
N1;378.531;LRP383c;21.4275271;92.0483886;BE;Bridge;Bridge end
N1;378.803;LRP384;21.4287771;92.0461941;;KmPost;Cox,s Bazar 11 km
N1;379.037;LRP384a;21.4295549;92.044083;;Culvert;Box culvert
N1;379.537;LRP384b;21.4298049;92.0392774;;Culvert;Box culvert
N1;379.791;LRP385;21.4296938;92.0368608;;KmPost;Cox,s Bazar 10 km
N1;380.015;LRP385a;21.4289716;92.0348608;;Culvert;Box culvert
N1;380.377;LRP385b;21.4294438;92.0316104;BS;Bridge;Bridge start
N1;380.518;LRP385c;21.4300827;92.0304716;BE;Bridge;Bridge end
N1;380.651;LRP385d;21.430416;92.0293049;;Culvert;Box culvert
N1;380.757;LRP386;21.430166;92.0283604;;KmPost;Cox,s Bazar 9 km
N1;380.803;LRP386a;21.4298882;92.0279716;;Culvert;Box culvert
N1;381.416;LRP386b;21.4262493;92.0235827;;Culvert;Box culvert
N1;381.481;LRP386c;21.4258604;92.023166;;SideRoad,Right;N110,Link road-Cox' Bazar, (Labonir more)
N1;381.494;LRP387;21.4258049;92.0232493;;KmPost;Teknaf 79 km
N1;382.076;LRP387a;21.4225549;92.0274438;;Culvert;Box culvert
N1;382.147;LRP387b;21.4220827;92.0278604;;Culvert;Box culvert
N1;382.473;LRP388;21.4199716;92.0302493;;KmPost;Teknaf 78 km,Uttia 24 km
N1;382.739;LRP388a;21.4191104;92.032416;;Culvert;Box culvert
N1;383.188;LRP388b;21.4165;92.0353052;;Culvert;Box culvert
N1;383.37;LRP388c;21.4156389;92.0367219;;Culvert;Box culvert
N1;383.505;LRP389;21.4150556;92.037833;;KmPost;Teknaf 77 km,Uthia 23 km
N1;383.74;LRP389a;21.4135833;92.0393886;;Culvert;Box culvert
N1;384.107;LRP389b;21.4120556;92.039583;;Culvert;Box culvert
N1;384.279;LRP389c;21.4115;92.0438052;BS;Bridge;Bridge start
N1;384.327;LRP389d;21.4111667;92.0441108;BE;Bridge;Bridge end
N1;384.49;LRP389e;21.4103056;92.0453052;;Culvert;Box culvert
N1;384.547;LRP390;21.4101111;92.0458052;;KmPost;Teknaf 76 km,Uthia 22 km
N1;384.79;LRP390a;21.41025;92.0480552;;Culvert;Box culvert
N1;385.115;LRP390b;21.4103333;92.0508333;;Culvert;Box culvert
N1;385.388;LRP390c;21.4094167;92.0531944;;Culvert;Box culvert
N1;385.568;LRP391;21.4090833;92.05475;;KmPost;Teknaf 75 km,Uthia 21 km
N1;385.778;LRP391a;21.4079722;92.056;;Culvert;Box culvert
N1;385.947;LRP391b;21.4067222;92.0570556;;Culvert;Box culvert
N1;386.24;LRP391c;21.4058611;92.0594167;;Culvert;Box culvert
N1;386.508;LRP392;21.4040556;92.0619722;;KmPost;Km post missing
N1;386.665;LRP392a;21.4039167;92.0628333;;Culvert;Box culvert
N1;387.146;LRP392b;21.4008889;92.0658611;;Culvert;Box culvert
N1;387.409;LRP392c;21.3986941;92.0665556;BS;Bridge;Bridge start
N1;387.424;LRP392d;21.398583;92.0665833;BE;Bridge;Bridge end
N1;387.59;LRP392e;21.3971663;92.0668882;;Culvert;Box culvert
N1;387.609;LRP393;21.3969719;92.066916;;KmPost;Teknaf 74 km,Uthia 20 km
N1;388.044;LRP393a;21.393333;92.068166;;Culvert;Box culvert
N1;388.528;LRP393b;21.3891108;92.0686938;BS;Bridge;Bridge start
N1;388.546;LRP393c;21.3889441;92.0688049;BE;Bridge;Bridge end
N1;388.603;LRP394;21.3885274;92.0692771;;KmPost;Teknaf 73 km, Ukhia 19km
N1;388.751;LRP394a;21.3873052;92.0697771;;Culvert;Box culvert
N1;388.927;LRP394b;21.3858886;92.0704438;;Culvert;Box culvert
N1;389.08;LRP394c;21.384583;92.0704993;;Culvert;Box culvert
N1;389.156;LRP394d;21.3839441;92.0705827;;Culvert;Box culvert
N1;389.308;LRP394e;21.3826938;92.0710271;;Culvert;Box culvert
N1;389.476;LRP394f;21.3813049;92.0710827;;Culvert;Box culvert
N1;389.506;LRP394g;21.3811104;92.0710827;;Culvert;Box culvert
N1;389.685;LRP395;21.3796104;92.0706104;;KmPost;Teknaf 72 km,Uthia 18 km
N1;389.776;LRP395a;21.378916;92.0703327;;Culvert;Box culvert
N1;389.93;LRP395b;21.3775827;92.0703604;;Culvert;Box culvert
N1;389.969;LRP395c;21.3773882;92.0706104;;Culvert;Box culvert
N1;390.151;LRP395d;21.3762216;92.0718049;;Culvert;Box culvert
N1;390.316;LRP395e;21.3752493;92.0727771;;Culvert;Box culvert
N1;390.431;LRP395f;21.3747771;92.0734993;;Culvert;Box culvert
N1;390.496;LRP395g;21.3745549;92.0739716;;Culvert;Box culvert
N1;390.669;LRP395h;21.3742493;92.0755271;;Culvert;Box culvert
N1;390.685;LRP396;21.3742493;92.0756938;;KmPost;Teknaf 71km, Ukhia 17km
N1;390.843;LRP396a;21.3736938;92.0768327;;Culvert;Box culvert
N1;390.926;LRP396b;21.3731938;92.0773327;;Culvert;Box culvert
N1;391.155;LRP396c;21.3714993;92.0785549;;Culvert;Box culvert
N1;391.361;LRP396d;21.3698327;92.0796104;;Culvert;Box culvert
N1;391.623;LRP396e;21.3678882;92.0803327;;Culvert;Box culvert
N1;391.757;LRP396f;21.3669438;92.0807771;;Culvert;Box culvert
N1;391.841;LRP397;21.3662778;92.0810549;;KmPost;Teknaf 70 km,Uthia 16 km
N1;391.905;LRP397a;21.3657222;92.0812771;;Culvert;Box culvert
N1;392.056;LRP397b;21.3644167;92.081416;;Culvert;Box culvert
N1;392.397;LRP397c;21.3615;92.0806382;;Culvert;Box culvert
N1;392.825;LRP397d;21.3580833;92.0790271;;Culvert;Box culvert
N1;392.869;LRP398;21.35775;92.0790271;;KmPost;Teknaf 69 km,Uthia 15 km
N1;392.933;LRP398a;21.3571944;92.0791104;;Culvert;Box culvert
N1;393.029;LRP398b;21.3563333;92.0790827;;Culvert;Box culvert
N1;393.154;LRP398c;21.35525;92.0790827;;Culvert;Box culvert
N1;393.459;LRP398d;21.3526667;92.0783327;;Culvert;Box culvert
N1;393.876;LRP399;21.3490552;92.0784716;;KmPost;Teknaf 68 km,Uthia 14 km
N1;394.188;LRP399a;21.3463608;92.0790271;BS;Bridge;Bridge start
N1;394.214;LRP399b;21.3461386;92.0789993;BE;Bridge;Bridge end
N1;394.749;LRP399c;21.3414997;92.0788327;;Culvert;Box culvert
N1;394.872;LRP400;21.3404997;92.0784993;;KmPost;Teknaf 67 km,Uthia 13 km
N1;395.14;LRP400a;21.3381941;92.078916;;Culvert;Box culvert
N1;395.797;LRP400b;21.3324716;92.0790827;;Culvert;Box culvert
N1;395.961;LRP401;21.3311104;92.0788604;;KmPost;Teknaf 66 km,Uthia 12 km
N1;396.119;LRP401a;21.3297771;92.0787771;BS;Bridge;Khulna Plong Bridge
N1;396.151;LRP401b;21.3295271;92.0789438;BE;Bridge;Bridge end
N1;396.98;LRP402;21.324666;92.084583;;KmPost;Teknaf 65 km,Uthia 11 km
N1;397.086;LRP402a;21.3241104;92.085333;BS;Bridge;Bridge start
N1;397.141;LRP402b;21.3238049;92.0857219;BE;Bridge;Bridge end
N1;397.651;LRP402c;21.3207493;92.0893052;;Culvert;Box culvert
N1;397.988;LRP403;21.3187493;92.0916108;;KmPost;Km post broken
N1;398.103;LRP403a;21.3179438;92.0921663;BS;Bridge;Bridge start
N1;398.123;LRP403b;21.3177771;92.0922497;BE;Bridge;Bridge end
N1;398.205;LRP403c;21.317666;92.0930274;;SideRoad,Left;Road to Ramu(Z1009)
N1;398.918;LRP403d;21.3125;92.096333;BS;Bridge;Bridge start
N1;398.97;LRP403e;21.3121944;92.0966941;BE;Bridge;Bridge end
N1;398.994;LRP404;21.3120278;92.0969163;;KmPost;Teknaf 63 km,Uthia 9 km
N1;399.214;LRP404a;21.3101667;92.0974997;;SideRoad,Left;Z1503, Maricha Dakbunglow Road
N1;399.974;LRP404b;21.3039722;92.0967497;;Culvert;Box culvert
N1;399.997;LRP405;21.3037778;92.0968052;;KmPost;Teknaf 62 km,Uthia 8 km
N1;400.552;LRP405a;21.2989441;92.0976108;;Culvert;Box culvert
N1;400.978;LRP405b;21.2956386;92.0993886;BS;Bridge;Bridge start
N1;401.052;LRP405c;21.2949997;92.0993886;BE;Bridge;Bridge end
N1;401.06;LRP406;21.2949163;92.0994163;;KmPost;Teknaf 61 km,Uthia 7 km
N1;402.024;LRP407;21.2863608;92.1001667;;KmPost;Teknaf 60 km,Uthia 6 km
N1;402.299;LRP407a;21.2839441;92.1005278;;Culvert;Box culvert
N1;402.435;LRP407b;21.28277751;92.10067986;BS;Bridge;Bridge start
N1;402.448;LRP407c;21.282666;92.1006944;BE;Bridge;Bridge end
N1;402.876;LRP407d;21.2790827;92.1019722;;Culvert;Box culvert
N1;403.044;LRP408;21.277666;92.1026111;;KmPost;Teknaf 59 km,Uthia 5 km
N1;404.04;LRP409;21.2695827;92.1066111;;KmPost;Teknaf 58 km,Uthia 4 km
N1;404.055;LRP409a;21.2694716;92.1066667;;Culvert;Box culvert
N1;404.347;LRP409b;21.2678604;92.1088333;BS;Bridge;Bridge start
N1;404.373;LRP409c;21.2677493;92.109;BE;Bridge;Bridge end
N1;404.954;LRP409d;21.2646111;92.1134444;;Culvert;Box Culvert
N1;405.044;LRP410;21.2641111;92.1140833;;KmPost;Teknaf 57 km,Uthia 3 km
N1;405.058;LRP410a;21.2639722;92.1141944;BS;Bridge;Bridge start
N1;405.103;LRP410b;21.2637222;92.1144722;BE;Bridge;Bridge end
N1;405.337;LRP410c;21.2623611;92.1161667;BS;Bridge;Bridge start
N1;405.355;LRP410d;21.26225;92.1163056;BE;Bridge;Bridge end
N1;406.07;LRP411;21.2580278;92.1214438;;KmPost;Teknaf 56 km,Uthia 2 km
N1;406.294;LRP411a;21.2565556;92.122916;BS;Bridge;Bridge start
N1;406.307;LRP411b;21.2565;92.1229716;BE;Bridge;Bridge end
N1;406.546;LRP411c;21.2550278;92.1245827;;Culvert;Box culvert
N1;406.796;LRP411d;21.2537778;92.1266382;;Culvert;Box culvert
N1;407.072;LRP412;21.2521944;92.1286104;;KmPost;Teknaf 55 km,Uthia 1 km
N1;407.089;LRP412a;21.2521111;92.1287493;;Culvert;Box culvert
N1;407.209;LRP412b;21.2504722;92.1307493;BS;Bridge;Bridge start
N1;407.299;LRP412c;21.2504167;92.1307493;BE;Bridge;Bridge end
N1;408.08;LRP412d;21.248083;92.1341108;BS;Bridge;Bridge start
N1;408.093;LRP412e;21.2479997;92.1342219;BE;Bridge;Bridge end
N1;408.134;LRP413;21.2462219;92.1364719;;KmPost;Teknaf 54 km
N1;408.434;LRP413a;21.2447497;92.1389441;;SideRoad,Left;Z1503, Maricha Dukbanglow road
N1;408.817;LRP413b;21.242333;92.1413608;BS;Bridge;Bridge start
N1;408.839;LRP413c;21.2422219;92.1415552;BE;Bridge;Bridge end
N1;409.141;LRP414;21.2412497;92.1440552;;KmPost;Teknaf 53 km
N1;410.121;LRP415;21.2357774;92.1511667;;KmPost;Teknaf 52 km
N1;411.119;LRP416;21.236333;92.1586667;;KmPost;Teknaf 51km
N1;412.129;LRP417;21.2283604;92.1617222;;KmPost;Teknaf 50 km
N1;412.394;LRP417a;21.2261382;92.1611667;;Culvert;Box culvert
N1;412.603;LRP417b;21.2243327;92.1614444;;Culvert;Box culvert
N1;413.131;LRP418;21.2198049;92.1618611;;KmPost;Info.Missing
N1;413.531;LRP418a;21.2165556;92.1626944;;Culvert;Box culvert
N1;413.834;LRP418b;21.2152778;92.1649722;;Culvert;Box culvert
N1;414.03;LRP418c;21.2142778;92.166666;;Culvert;Box culvert
N1;414.136;LRP419;21.21375;92.1674438;;KmPost;Teknaf 47km
N1;414.264;LRP419a;21.2127222;92.1678882;;Culvert;Box culvert
N1;414.508;LRP419b;21.2105833;92.1681382;;Culvert;Box culvert
N1;414.608;LRP419c;21.2096944;92.168416;;Culvert;Box culvert
N1;415.144;LRP420;21.2056389;92.1703327;;KmPost;Teknaf 46 km
N1;415.671;LRP420a;21.2011389;92.170416;;Culvert;Box culvert
N1;415.919;LRP420b;21.1989997;92.1703604;;Culvert;Box culvert
N1;416.044;LRP420c;21.1977219;92.1705549;;SideRoad,Left;Z1504, Ukhia Gundum Road
N1;416.157;LRP421;21.1969441;92.1707493;;KmPost;Info.Missing
N1;416.204;LRP421a;21.1965552;92.1708604;;Culvert;Box culvert
N1;416.688;LRP421b;21.1925552;92.1697216;BS;Bridge;Bridge start
N1;416.73;LRP421c;21.1923052;92.1695271;BE;Bridge;Bridge end
N1;416.991;LRP421d;21.1906108;92.167916;;Culvert;Box culvert
N1;417.164;LRP422;21.1897497;92.166666;;KmPost;Info.Missing
N1;417.621;LRP422a;21.1866386;92.1638056;;Culvert;Box culvert
N1;417.934;LRP422b;21.1859441;92.1610833;BS;Bridge;Bridge start
N1;417.957;LRP422c;21.185833;92.1609167;BE;Bridge;Bridge end
N1;418.19;LRP423;21.1843052;92.1594167;;KmPost;Info.Missing
N1;418.889;LRP423a;21.178666;92.1574722;;Culvert;Box culvert
N1;419.18;LRP424;21.1761938;92.1566111;;KmPost;Info.Missing
N1;419.423;LRP424a;21.1742771;92.1557222;;Culvert;Box culvert
N1;419.705;LRP424b;21.1718327;92.1551389;;Culvert;Box culvert
N1;419.948;LRP424c;21.1698049;92.1545833;BS;Bridge;Bridge start
N1;419.996;LRP424d;21.1694993;92.1543056;BE;Bridge;Bridge end
N1;420.151;LRP424e;21.168416;92.1532778;;Culvert;Box culvert
N1;420.261;LRP425;21.1677216;92.1527778;;KmPost;Info.Missing
N1;420.326;LRP425a;21.1673327;92.1524167;;Culvert;Box culvert
N1;420.579;LRP425b;21.1652222;92.1521667;BS;Bridge;Bridge start
N1;420.611;LRP425c;21.1649444;92.1521944;BE;Bridge;Bridge end
N1;420.806;LRP425d;21.16325;92.1522222;;Culvert;Box culvert
N1;420.895;LRP425e;21.1624722;92.1522778;;Culvert;Box Culvert
N1;421.131;LRP425f;21.1604167;92.1525;;Culvert;Box culvert
N1;421.239;LRP426;21.1595;92.1526111;;KmPost;Info.Missing
N1;421.26;LRP426a;21.1593056;92.1526111;;Culvert;Box culvert
N1;421.333;LRP426b;21.1586667;92.1525;;Culvert;Box culvert
N1;421.688;LRP426c;21.1556389;92.1527778;;Culvert;Box culvert
N1;421.905;LRP426d;21.1537778;92.1528611;;Culvert;Box culvert
N1;422.117;LRP426e;21.1521944;92.1535278;;Culvert;Box culvert
N1;422.315;LRP427;21.1507222;92.1545;;KmPost;Info.Missing
N1;422.853;LRP427a;21.147333;92.1574167;;Culvert;Box culvert
N1;423.222;LRP427b;21.1442774;92.1586389;BS;Bridge;Bridge start
N1;423.241;LRP427c;21.1441663;92.1586944;BE;Bridge;Bridge end
N1;423.322;LRP428;21.1435274;92.1589722;;KmPost;Teknaf 38 km
N1;423.57;LRP428a;21.1414997;92.1599167;BS;Bridge;Bridge start
N1;423.631;LRP428b;21.1410552;92.1602222;BE;Bridge;Bridge end
N1;424.234;LRP428c;21.1381108;92.1648611;;Culvert;Box culvert
N1;424.35;LRP429;21.1379719;92.1659167;;KmPost;Info.Missing
N1;424.473;LRP429a;21.137833;92.1671104;;Culvert;Box culvert
N1;424.604;LRP429b;21.1375552;92.1683049;;Culvert;Box culvert
N1;424.875;LRP429c;21.1372219;92.1708882;;Culvert;Box culvert
N1;425.075;LRP429d;21.1371108;92.1727771;;Culvert;Box culvert
N1;425.195;LRP429e;21.1368886;92.173916;BS;Bridge;Bridge start
N1;425.225;LRP429f;21.1367219;92.1741382;BE;Bridge;Bridge end
N1;425.353;LRP430;21.1363886;92.1752493;;KmPost;Info.Missing
N1;425.385;LRP430a;21.1363608;92.1755549;;Culvert;Box culvert
N1;425.598;LRP430b;21.1353886;92.1770827;;Culvert;Box culvert
N1;426.092;LRP430c;21.1333886;92.1806938;BS;Bridge;Bridge start
N1;426.109;LRP430d;21.1333608;92.1808327;BE;Bridge;Bridge end
N1;426.285;LRP430e;21.1329438;92.1824438;;Culvert;Box culvert
N1;426.382;LRP431;21.1326938;92.183333;;KmPost;Info.Missing
N1;426.542;LRP431a;21.1319716;92.1846108;;Culvert;Box culvert
N1;426.716;LRP431b;21.1309716;92.1856941;;Culvert;Box culvert
N1;427.382;LRP432;21.1269438;92.1902219;;KmPost;Km post missing
N1;427.394;LRP432a;21.1268327;92.1902774;;Culvert;Box culvert
N1;427.731;LRP432b;21.1242771;92.1918886;;Culvert;Box culvert
N1;427.772;LRP432c;21.1239993;92.1919997;;Culvert;Box culvert
N1;427.906;LRP432d;21.1229993;92.1926663;;Culvert;Box culvert
N1;428.019;LRP432e;21.122166;92.1931941;;Culvert;Box culvert
N1;428.104;LRP432f;21.1214993;92.1935552;;Culvert;Box culvert
N1;428.387;LRP433;21.1198604;92.1954719;;KmPost;Info.Missing
N1;428.498;LRP433a;21.1190827;92.1960274;;Culvert;Box culvert
N1;428.691;LRP433b;21.1175827;92.1966663;;Culvert;Box culvert
N1;428.818;LRP433c;21.1165;92.1969163;;Culvert;Box culvert
N1;428.869;LRP433d;21.1161389;92.1969997;;Culvert;Box culvert
N1;428.908;LRP433e;21.1158333;92.1971386;;SideRoad,Right;Z1133 Road to Shaplapur
N1;428.995;LRP433f;21.1151667;92.1975552;BS;Bridge;Bridge start
N1;429.073;LRP433g;21.1146111;92.1979719;BE;Bridge;Bridge end
N1;429.45;LRP434;21.1121111;92.2002778;;KmPost;Info.Missing
N1;429.497;LRP434a;21.1118611;92.2006389;;Culvert;Box culvert
N1;429.812;LRP434b;21.1090556;92.2045278;;Culvert;Box culvert
N1;430.242;LRP434c;21.1078333;92.2058611;;Culvert;Box culvert
N1;430.44;LRP434d;21.1078333;92.2069444;;Culvert;Box culvert
N1;430.51;LRP435;21.1058333;92.20725;;KmPost;Km post broken
N1;430.574;LRP435a;21.1053611;92.2073889;;Culvert;Box culvert
N1;430.694;LRP435b;21.1043611;92.2075278;;Culvert;Box culvert
N1;430.901;LRP435c;21.1026389;92.2077778;;Culvert;Box culvert
N1;431.073;LRP435d;21.1012778;92.2081389;;Culvert;Box culvert
N1;431.293;LRP435e;21.0996386;92.2091667;;Culvert;Box culvert
N1;431.578;LRP436;21.0975552;92.2105;;KmPost;Info.Missing
N1;431.606;LRP436a;21.097333;92.2106111;;Culvert;Box culvert
N1;432.005;LRP436b;21.0939441;92.2118611;BS;Bridge;Bridge start
N1;432.041;LRP436c;21.0936663;92.2119444;BE;Bridge;Bridge end
N1;432.199;LRP436d;21.0923052;92.2123333;;Culvert;Box culvert
N1;432.434;LRP436e;21.090333;92.2129444;;Culvert;Box culvert
N1;432.578;LRP437;21.0891941;92.2135;;KmPost;Km post missing
N1;432.924;LRP437a;21.0864997;92.2151111;;Culvert;Box culvert
N1;432.992;LRP437b;21.0859441;92.2153889;;Culvert;Box culvert
N1;433.245;LRP437c;21.0838608;92.2161111;;Culvert / Culvert;Box culvert / Box culvert
N1;433.578;LRP438;21.0811104;92.2169438;;KmPost;Km post missing
N1;433.683;LRP438a;21.0803049;92.2174993;;Culvert;Box culvert
N1;433.944;LRP438b;21.0783327;92.2186382;;Culvert;Box culvert
N1;434.003;LRP438c;21.077916;92.2189993;;Culvert;Box culvert
N1;434.263;LRP438d;21.0765549;92.2209993;;Culvert;Box culvert
N1;434.522;LRP438e;21.0745271;92.2220549;;Culvert;Box culvert
N1;434.668;LRP439;21.0735271;92.2226104;;KmPost;Info.Missing
N1;434.778;LRP439a;21.0728327;92.2232216;;Culvert;Box culvert
N1;434.96;LRP439b;21.071666;92.2242216;;Culvert;Box culvert
N1;435.272;LRP439c;21.0691104;92.2246382;;Culvert;Box culvert
N1;435.522;LRP439d;21.0668882;92.2246104;;Culvert;Box culvert
N1;435.668;LRP440;21.0655833;92.2245549;;KmPost;Km post missing
N1;435.746;LRP440a;21.0650556;92.2245271;;Culvert;Box culvert
N1;436.007;LRP440b;21.063;92.2254993;;Culvert;Box culvert
N1;436.195;LRP440c;21.0615556;92.2262771;;Culvert;Box culvert
N1;436.399;LRP440d;21.0597778;92.2263882;BS;Bridge;Bridge start
N1;436.414;LRP440e;21.0596667;92.2263882;BE;Bridge;Bridge end
N1;436.756;LRP441;21.0565833;92.2266104;;KmPost;Info.Missing
N1;436.94;LRP441a;21.0549722;92.2268049;;Culvert;Box culvert
N1;437.588;LRP441b;21.0513611;92.2302493;BS;Bridge;Bridge start
N1;437.626;LRP441c;21.0513611;92.2305827;BE;Bridge;Bridge end
N1;437.751;LRP442;21.0513056;92.2317493;;KmPost;Teknaf 24 km
N1;437.815;LRP442a;21.0512778;92.2323327;;Culvert;Box culvert
N1;438.004;LRP442b;21.0507222;92.2338608;;Culvert;Box culvert
N1;438.332;LRP442c;21.0479441;92.2346386;;Culvert;Box culvert
N1;438.713;LRP442d;21.0446941;92.2356941;;Culvert;Box culvert
N1;438.8;LRP443;21.0439163;92.2359441;;KmPost;Teknaf 23 km
N1;439.197;LRP443a;21.0407497;92.2374997;;Culvert;Box culvert
N1;439.737;LRP443b;21.0363608;92.2396941;BS;Bridge;Bridge start
N1;439.778;LRP443c;21.0360552;92.2398608;BE;Bridge;Bridge end
N1;440.049;LRP444;21.0338608;92.2407774;;KmPost;Teknaf 21 km
N1;440.252;LRP444a;21.0321104;92.241083;;Culvert;Box culvert
N1;440.485;LRP444b;21.0300549;92.2413608;;Culvert;Box culvert
N1;440.839;LRP444c;21.0269438;92.2416941;;Culvert;Box culvert
N1;441.048;LRP445;21.0249993;92.2418608;;KmPost;Km post missing
N1;441.292;LRP445a;21.0228882;92.2420274;BS;Bridge;Bridge start
N1;441.327;LRP445b;21.0226104;92.2420552;BE;Bridge;Bridge end
N1;441.811;LRP446;21.0186104;92.2431386;;KmPost;Infor.missing
N1;442.018;LRP446a;21.0169993;92.2440274;;Culvert;Box culvert
N1;442.274;LRP446b;21.0150833;92.245333;;Culvert;Box culvert
N1;442.881;LRP447;21.0107222;92.2487219;;KmPost;Teknaf 20 km
N1;442.972;LRP447a;21.0101389;92.2492497;;Culvert;Box culvert
N1;443.288;LRP447b;21.0078889;92.251;;Culvert;Box culvert
N1;443.489;LRP447c;21.0064444;92.2520833;;Culvert;Box culvert
N1;443.913;LRP448;21.0029444;92.2531944;;KmPost;Teknaf 29 km
N1;444.358;LRP448a;20.9990274;92.2537778;BS;Bridge;Bridge start
N1;444.408;LRP448b;20.9986386;92.2538889;BE;Bridge;Bridge end
N1;444.911;LRP448c;20.9942497;92.2545278;;Culvert;Box culvert
N1;444.945;LRP449;20.9940274;92.2546111;;KmPost;Teknaf 18 km
N1;445.687;LRP449a;20.9875274;92.2545556;;Culvert;Box culvert
N1;445.964;LRP450;20.9852774;92.2536389;;KmPost;Infor.missing
N1;446.856;LRP450a;20.9778049;92.25075;BS;Bridge;Bridge start
N1;446.888;LRP450b;20.9775827;92.2506111;BE;Bridge;Bridge end
N1;446.964;LRP451;20.9769438;92.2502222;;KmPost;Km post missing
N1;447.825;LRP451a;20.9697216;92.2485552;;Culvert;Box culvert
N1;447.999;LRP452;20.9682771;92.2488052;;KmPost;Infor.missing
N1;448.118;LRP452a;20.9673604;92.2491663;BS;Bridge;Bridge start
N1;448.16;LRP452b;20.9671104;92.2494441;BE;Bridge;Bridge end
N1;448.497;LRP452c;20.9648611;92.2515278;;Culvert;Box culvert
N1;448.82;LRP452d;20.9622778;92.2528889;BS;Bridge;Bridge start
N1;448.851;LRP452e;20.9620556;92.2530556;BE;Bridge;Bridge end
N1;449.019;LRP453;20.9606389;92.2535;;KmPost;Info.Missing
N1;449.321;LRP453a;20.9580833;92.2543056;;Culvert;Box culvert
N1;449.491;LRP453b;20.9566667;92.2548056;;Culvert;Box culvert
N1;449.827;LRP453c;20.9538889;92.2559722;;Culvert;Box culvert
