road,id,model_type,condition,name,lat,lon,length,type
N1,1598,Link,,Info.Missing,21.2198049,92.1618611,400.0,KmPost
N1,1599,Link,,Box culvert,21.2165556,92.1626944,303.0,Culvert
N1,1600,Bridge,C,PALONG KHALI BAZAR (1),21.15246328,92.15341459,9.4,RCC Girder Bridge
N1,1601,Link,,Box culvert,21.2152778,92.1649722,196.0,Culvert
N1,1602,Bridge,C,PALONG KHALI BAZAR BRIDGE,21.14989065,92.15521562,15.2,RCC Bridge
N1,1603,Link,,Box culvert,21.2142778,92.166666,106.0,Culvert
N1,1604,Link,,Teknaf 47km,21.21375,92.1674438,128.0,KmPost
N1,1605,Bridge,C,PALONG KHALI RCC GIDER BRIDGE,21.14776767,92.15704263,58.0,RCC Girder Bridge
N1,1606,Link,,Box culvert,21.2127222,92.1678882,244.0,Culvert
N1,1607,Link,,Box culvert,21.2105833,92.1681382,100.0,Culvert
N1,1608,Bridge,B,KARUN TOLI RCC GIDER BRIDGE,21.14254625,92.15942922,3.3,RCC Girder Bridge
N1,1609,Link,,Box culvert,21.2096944,92.168416,536.0,Culvert
N1,1610,Link,,Teknaf 46 km,21.2056389,92.1703327,527.0,KmPost
N1,1611,Bridge,C,Karontoli Bridge,21.14086477,92.16052223,15.4,RCC Girder Bridge
N1,1612,Link,,Box culvert,21.2011389,92.170416,248.0,Culvert
N1,1613,Link,,Box culvert,21.1989997,92.1703604,125.0,Culvert
N1,1614,Bridge,A,GIVATOLI RCC GIDER BRIDGE,21.14021046,92.1615531,3.3,RCC Girder Bridge
N1,1615,Link,,"Z1504, Ukhia Gundum Road",21.1977219,92.1705549,113.0,"SideRoad,Left"
N1,1616,Bridge,A,GIVA TOLI RCC GIDER BRIDGE,21.13888718,92.16363791,3.3,RCC Girder Bridge
N1,1617,Bridge,A,GIVA TOLI BOX CULVERT,21.1380665,92.1651978,1.2,Box Culvert
N1,1618,Bridge,C,GIVATOLI RCC GIDER BRIDGE,21.13792108,92.16635342,32.0,RCC Girder Bridge
N1,1619,Link,,Info.Missing,21.1969441,92.1707493,47.0,KmPost
N1,1620,Bridge,D,KATA KHALI RCC GIDER BRIDGE,21.13761246,92.16805871,12.3,RCC Girder Bridge
N1,1621,Link,,Box culvert,21.1965552,92.1708604,484.0,Culvert
N1,1622,Link,,Bridge start,21.1925552,92.1697216,42.0,Bridge
N1,1623,Link,,Bridge end,21.1923052,92.1695271,261.0,Bridge
N1,1624,Bridge,C,ULI BANIA BOX CULVERT,21.13733505,92.17001121,1.2,Box Culvert
N1,1625,Bridge,C,Porbo Kata Khali Bridge,21.13661254,92.17450278,15.2,RCC Girder Bridge
N1,1626,Link,,Box culvert,21.1906108,92.167916,173.0,Culvert
N1,1627,Bridge,A,ULUBANIA RCC GIDER BRIDGE,21.1360413,92.17605699,4.8,RCC Girder Bridge
N1,1628,Link,,Info.Missing,21.1897497,92.166666,457.0,KmPost
N1,1629,Bridge,C,ULIBANIA BOX CULVERT,21.13491492,92.17793796,1.3,Box Culvert
N1,1630,Link,,Box culvert,21.1866386,92.1638056,313.0,Culvert
N1,1631,Bridge,A,DMONIR GONA RCC GIDER BRIDGE,21.1342388,92.17915872,3.3,RCC Girder Bridge
N1,1632,Link,,Bridge start,21.1859441,92.1610833,23.0,Bridge
N1,1633,Bridge,B,BALUR KHALI -(1) RCC GIDER BRIDGE,21.13189689,92.18469174,4.7,RCC Girder Bridge
N1,1634,Link,,Bridge end,21.185833,92.1609167,233.0,Bridge
N1,1635,Link,,Info.Missing,21.1843052,92.1594167,699.0,KmPost
N1,1636,Link,,Box culvert,21.178666,92.1574722,291.0,Culvert
N1,1637,Bridge,C,BALU KHALI -2 BOX CULVERT,21.12997372,92.18681585,1.2,Box Culvert
N1,1638,Bridge,B,BALU KHALI-3 BOX CULVERT,21.1297681,92.187047,7.9,RCC Girder Bridge
N1,1639,Bridge,A,W HIME KANG BOX CULVERT,21.12900608,92.18790361,1.2,Box Culvert
N1,1640,Bridge,A,WHIKE KANG BOX CULVERT,21.12832269,92.18867184,1.2,Box Culvert
N1,1641,Bridge,B,WHIKE KANG BOX CULVERT,21.12785701,92.18919533,1.2,Box Culvert
N1,1642,Link,,Info.Missing,21.1761938,92.1566111,243.0,KmPost
N1,1643,Link,,Box culvert,21.1742771,92.1557222,282.0,Culvert
N1,1644,Bridge,A,wheke kang (1),21.12510369,92.19136747,6.4,RCC Girder Bridge
N1,1645,Bridge,A,WHIKE KANG BRIDGE,21.12376049,92.19215889,3.35,RCC Girder Bridge
N1,1646,Link,,Box culvert,21.1718327,92.1551389,243.0,Culvert
N1,1647,Link,,Bridge start,21.1698049,92.1545833,48.0,Bridge
N1,1648,Bridge,C,MOA EX-KANG-BAZAR,21.12291081,92.19272235,13.0,RCC Girder Bridge
N1,1649,Link,,Bridge end,21.1694993,92.1543056,155.0,Bridge
N1,1650,Link,,Box culvert,21.168416,92.1532778,110.0,Culvert
N1,1651,Bridge,A,HOA EX KANG BAZAE,21.12253472,92.19296056,3.2,RCC Girder Bridge
N1,1652,Bridge,B,Hoacx Kang Barbar Bridge,21.12156989,92.19351697,72.6,RCC Girder Bridge
N1,1653,Link,,Info.Missing,21.1677216,92.1527778,65.0,KmPost
N1,1654,Link,,Box culvert,21.1673327,92.1524167,253.0,Culvert
N1,1655,Bridge,A,AMTULI BOX CULVERT,21.11846094,92.19629223,3.4,Box Culvert
N1,1656,Link,,Bridge start,21.1652222,92.1521667,32.0,Bridge
N1,1657,Bridge,A,TASSI-PARA BAR,21.11597435,92.19707449,2.8,Slab Culvert
N1,1658,Link,,Bridge end,21.1649444,92.1521944,195.0,Bridge
N1,1659,Bridge,B,TAS SE BRIDGE HOANGK,21.11455805,92.19802083,12.8,RCC Girder Bridge
N1,1660,Link,,Box culvert,21.16325,92.1522222,89.0,Culvert
N1,1661,Bridge,A,LAMBA-BIL PORA,21.11189301,92.2005928,1.2,Box Culvert
N1,1662,Link,,Box Culvert,21.1624722,92.1522778,236.0,Culvert
N1,1663,Link,,Box culvert,21.1604167,92.1525,108.0,Culvert
N1,1664,Link,,Info.Missing,21.1595,92.1526111,21.0,KmPost
N1,1665,Link,,Box culvert,21.1593056,92.1526111,73.0,Culvert
N1,1666,Bridge,A,LAMBABIL MIDDLE PARA,21.11081015,92.20209569,1.2,Box Culvert
N1,1667,Link,,Box culvert,21.1586667,92.1525,355.0,Culvert
N1,1668,Bridge,A,LAMBABIL MIDDLE,21.10988389,92.20337965,1.2,Box Culvert
N1,1669,Bridge,A,LAMBA - BIL - (1) BOX CULVERT,21.10877134,92.20483787,2.8,Box Culvert
N1,1670,Link,,Box culvert,21.1556389,92.1527778,217.0,Culvert
N1,1671,Bridge,A,LAM BA BIL (2) BOX CULVERT,21.10831653,92.20533398,2.8,Slab Culvert
N1,1672,Link,,Box culvert,21.1537778,92.1528611,212.0,Culvert
N1,1673,Link,,Box culvert,21.1521944,92.1535278,198.0,Culvert
N1,1674,Bridge,A,LAMBA BIL (3) BOX CULVERT,21.1078333,92.2061073,1.2,Box Culvert
N1,1675,Link,,Info.Missing,21.1507222,92.1545,538.0,KmPost
N1,1676,Link,,Box culvert,21.147333,92.1574167,369.0,Culvert
N1,1677,Bridge,C,LAMBA BIL BOX,21.10529443,92.20739816,1.2,Box Culvert
N1,1678,Bridge,C,Unchi-Prong Bridge,21.10202957,92.20793946,34.2,RCC Girder Bridge
N1,1679,Link,,Bridge start,21.1442774,92.1586389,19.0,Bridge
N1,1680,Link,,Bridge end,21.1441663,92.1586944,81.0,Bridge
N1,1681,Bridge,A,ON SIFAPAING BOX CULVERT,21.10057741,92.20857805,3.0,Box Culvert
N1,1682,Bridge,A,UNCHING OPLONG CULVERT (1),21.09887103,92.20965792,1.2,Box Culvert
N1,1683,Link,,Teknaf 38 km,21.1435274,92.1589722,248.0,KmPost
N1,1684,Bridge,A,KUTUB DIA PARA (1) CULVERT,21.09503127,92.2114601,2.7,Box Culvert
N1,1685,Link,,Bridge start,21.1414997,92.1599167,61.0,Bridge
N1,1686,Link,,Bridge end,21.1410552,92.1602222,603.0,Bridge
N1,1687,Bridge,A,KUTUB DIA PARA CULVERT,21.09444522,92.21167626,2.7,Box Culvert
N1,1688,Bridge,A,KUTUB - DIA PARA (3),21.09238273,92.21231115,4.2,Slab Culvert
N1,1689,Link,,Box culvert,21.1381108,92.1648611,116.0,Culvert
N1,1690,Bridge,A,KANGOR PARA,21.09052602,92.21288459,2.7,Slab Culvert
N1,1691,Link,,Info.Missing,21.1379719,92.1659167,123.0,KmPost
N1,1692,Link,,Box culvert,21.137833,92.1671104,131.0,Culvert
N1,1693,Bridge,A,KANGOR PARA MOZGID,21.08886703,92.21369557,1.2,Box Culvert
N1,1694,Bridge,A,KHAN GIOR PARA (1),21.08695915,92.21483637,2.8,Slab Culvert
N1,1695,Link,,Box culvert,21.1375552,92.1683049,271.0,Culvert
N1,1696,Bridge,A,KHANGOR PRAMARY (2),21.0864997,92.2151111,1.2,Box Culvert
N1,1697,Link,,Box culvert,21.1372219,92.1708882,200.0,Culvert
N1,1698,Bridge,A,Khan Gor Para Bridge,21.0844125,92.21591985,14.0,RCC Girder Bridge
N1,1699,Link,,Box culvert,21.1371108,92.1727771,120.0,Culvert
N1,1700,Link,,Bridge start,21.1368886,92.173916,30.0,Bridge
N1,1701,Bridge,A,RHANCHOR PARA BOX CULVERT,21.08224195,92.21660122,1.2,Box Culvert
N1,1702,Link,,Bridge end,21.1367219,92.1741382,128.0,Bridge
N1,1703,Link,,Info.Missing,21.1363886,92.1752493,32.0,KmPost
N1,1704,Bridge,A,KHANCHOR PARA (2),21.08044299,92.21740407,1.0,Box Culvert
N1,1705,Link,,Box culvert,21.1363608,92.1755549,213.0,Culvert
N1,1706,Bridge,A,KHANCHOR PARA- BOX CULVERT,21.07922435,92.2181233,1.0,Box Culvert
N1,1707,Link,,Box culvert,21.1353886,92.1770827,494.0,Culvert
N1,1708,Link,,Bridge start,21.1333886,92.1806938,17.0,Bridge
N1,1709,Bridge,A,NOYA PARA (1) BOX CULVERT,21.07728257,92.21993007,3.0,Slab Culvert
N1,1710,Link,,Bridge end,21.1333608,92.1808327,176.0,Bridge
N1,1711,Bridge,C,NOYA PARA (1) BRIDGE,21.07571716,92.2214354,6.1,RCC Girder Bridge
N1,1712,Link,,Box culvert,21.1329438,92.1824438,97.0,Culvert
N1,1713,Link,,Info.Missing,21.1326938,92.183333,160.0,KmPost
N1,1714,Bridge,A,NAYAPARA,21.07417778,92.22224894,5.8,RCC Girder Bridge
N1,1715,Link,,Box culvert,21.1319716,92.1846108,174.0,Culvert
N1,1716,Bridge,A,NOYA PARA,21.07249295,92.22351281,1.3,Box Culvert
N1,1717,Link,,Box culvert,21.1309716,92.1856941,666.0,Culvert
N1,1718,Bridge,B,GIMON KHALI BRIDGE,21.07123188,92.22429237,5.8,RCC Girder Bridge
N1,1719,Bridge,C,Gim-mogari Bridge,21.06953633,92.22456877,7.5,RCC Girder Bridge
N1,1720,Link,,Km post missing,21.1269438,92.1902219,12.0,KmPost
N1,1721,Link,,Box culvert,21.1268327,92.1902774,337.0,Culvert
N1,1722,Bridge,A,NINA BAZAR BOX CULVERT,21.06503985,92.22453455,1.2,Box Culvert
N1,1723,Link,,Box culvert,21.1242771,92.1918886,41.0,Culvert
N1,1724,Bridge,B,NOYA BAZAR BRIDGE,21.05987366,92.22638221,30.9,RCC Girder Bridge
N1,1725,Link,,Box culvert,21.1239993,92.1919997,134.0,Culvert
N1,1726,Link,,Box culvert,21.1229993,92.1926663,113.0,Culvert
N1,1727,Link,,Box culvert,21.122166,92.1931941,85.0,Culvert
N1,1728,Link,,Box culvert,21.1214993,92.1935552,283.0,Culvert
N1,1729,Link,,Info.Missing,21.1198604,92.1954719,111.0,KmPost
N1,1730,Bridge,C,NOYA BAZAR CULVERT,21.05798976,92.22650905,1.2,Box Culvert
N1,1731,Link,,Box culvert,21.1190827,92.1960274,193.0,Culvert
N1,1732,Bridge,D,Naya Bazar(2) Bridge,21.05629435,92.22664528,9.4,RCC Girder Bridge
N1,1733,Link,,Box culvert,21.1175827,92.1966663,127.0,Culvert
N1,1734,Link,,Box culvert,21.1165,92.1969163,51.0,Culvert
N1,1735,Bridge,C,Naya Bazar(3) Bridge,21.05428676,92.2274587,11.8,RCC Girder Bridge
N1,1736,Bridge,C,KHARANG KHALI - BOX CUVERT (1),21.05194066,92.2296965,2.8,Box Culvert
N1,1737,Link,,Box culvert,21.1161389,92.1969997,39.0,Culvert
N1,1738,Link,,Z1133 Road to Shaplapur,21.1158333,92.1971386,87.0,"SideRoad,Right"
N1,1739,Link,,Bridge start,21.1151667,92.1975552,78.0,Bridge
N1,1740,Link,,Bridge end,21.1146111,92.1979719,377.0,Bridge
N1,1741,Link,,Info.Missing,21.1121111,92.2002778,47.0,KmPost
N1,1742,Bridge,C,KHARANG KHAIL,21.05084861,92.23351314,1.2,Box Culvert
N1,1743,Link,,Box culvert,21.1118611,92.2006389,315.0,Culvert
N1,1744,Link,,Box culvert,21.1090556,92.2045278,430.0,Culvert
N1,1745,Bridge,C,MOULIVI BAZAR FISHARI BRIDGE,21.04645985,92.23512064,31.7,RCC Girder Bridge
N1,1746,Link,,Box culvert,21.1078333,92.2058611,198.0,Culvert
N1,1747,Link,,Box culvert,21.1078333,92.2069444,70.0,Culvert
N1,1748,Link,,Km post broken,21.1058333,92.20725,64.0,KmPost
N1,1749,Link,,Box culvert,21.1053611,92.2073889,120.0,Culvert
N1,1750,Bridge,C,MOULOVI BAZAR BOX CULVERT (1),21.0422652,92.23675521,1.2,Box Culvert
N1,1751,Link,,Box culvert,21.1043611,92.2075278,207.0,Culvert
N1,1752,Bridge,C,MOULOVI BAZAR BOX CULVERT,21.04044085,92.23765412,1.2,Box Culvert
N1,1753,Bridge,A,ALI AXBAR PARA BOX CULVERT,21.03764496,92.23905203,6.2,Box Culvert
N1,1754,Link,,Box culvert,21.1026389,92.2077778,172.0,Culvert
N1,1755,Link,,Box culvert,21.1012778,92.2081389,220.0,Culvert
N1,1756,Link,,Box culvert,21.0996386,92.2091667,285.0,Culvert
N1,1757,Link,,Info.Missing,21.0975552,92.2105,28.0,KmPost
N1,1758,Bridge,B,NILA - HOAB RABG BRIDGE,21.03403085,92.24070637,32.1,RCC Girder Bridge
N1,1759,Link,,Box culvert,21.097333,92.2106111,399.0,Culvert
N1,1760,Link,,Bridge start,21.0939441,92.2118611,36.0,Bridge
N1,1761,Link,,Bridge end,21.0936663,92.2119444,158.0,Bridge
N1,1762,Link,,Box culvert,21.0923052,92.2123333,235.0,Culvert
N1,1763,Link,,Box culvert,21.090333,92.2129444,144.0,Culvert
N1,1764,Link,,Km post missing,21.0891941,92.2135,346.0,KmPost
N1,1765,Bridge,A,NILLA BOX CULVERT (1),21.02795447,92.24158582,4.4,Slab Culvert
N1,1766,Link,,Box culvert,21.0864997,92.2151111,68.0,Culvert
N1,1767,Link,,Box culvert,21.0859441,92.2153889,253.0,Culvert
N1,1768,Bridge,A,NILA. BARAR BOX CULVERT,21.02565987,92.24180417,2.9,Slab Culvert
N1,1769,Link,,Box culvert / Box culvert,21.0838608,92.2161111,333.0,Culvert / Culvert
N1,1770,Link,,Km post missing,21.0811104,92.2169438,105.0,KmPost
N1,1771,Bridge,A,NILA - DORGA- PARA-(1) BOX,21.01980875,92.24281403,2.8,Slab Culvert
N1,1772,Link,,Box culvert,21.0803049,92.2174993,261.0,Culvert
N1,1773,Link,,Box culvert,21.0783327,92.2186382,59.0,Culvert
N1,1774,Bridge,A,NILA DOGA PARA BOX CULVERT,21.01734176,92.24383848,2.8,Slab Culvert
N1,1775,Bridge,A,NAT MURA PARA BOX CULVERT,21.01592903,92.2447567,1.9,Slab Culvert
N1,1776,Link,,Box culvert,21.077916,92.2189993,260.0,Culvert
N1,1777,Link,,Box culvert,21.0765549,92.2209993,259.0,Culvert
N1,1778,Link,,Box culvert,21.0745271,92.2220549,146.0,Culvert
N1,1779,Link,,Info.Missing,21.0735271,92.2226104,110.0,KmPost
N1,1780,Bridge,C,Chowdhory Para Bridge,21.00976865,92.24953772,45.6,RCC Girder Bridge
N1,1781,Link,,Box culvert,21.0728327,92.2232216,182.0,Culvert
N1,1782,Link,,Box culvert,21.071666,92.2242216,312.0,Culvert
N1,1783,Link,,Box culvert,21.0691104,92.2246382,250.0,Culvert
N1,1784,Bridge,B,RONGI HALI BOX CULVERT,21.0058253,92.25227984,2.8,Slab Culvert
N1,1785,Link,,Box culvert,21.0668882,92.2246104,146.0,Culvert
N1,1786,Link,,Km post missing,21.0655833,92.2245549,78.0,KmPost
N1,1787,Bridge,C,Rongi-Khali Bridge,20.9994059,92.25372143,12.5,RCC Girder Bridge
N1,1788,Link,,Box culvert,21.0650556,92.2245271,261.0,Culvert
N1,1789,Link,,Box culvert,21.063,92.2254993,188.0,Culvert
N1,1790,Link,,Box culvert,21.0615556,92.2262771,204.0,Culvert
N1,1791,Link,,Bridge start,21.0597778,92.2263882,15.0,Bridge
N1,1792,Link,,Bridge end,21.0596667,92.2263882,342.0,Bridge
N1,1793,Link,,Info.Missing,21.0565833,92.2266104,184.0,KmPost
N1,1794,Bridge,C,ALA KHALI KUNA PARA,20.98935826,92.25457123,29.9,RCC Girder Bridge
N1,1795,Link,,Box culvert,21.0549722,92.2268049,648.0,Culvert
N1,1796,Link,,Bridge start,21.0513611,92.2302493,38.0,Bridge
N1,1797,Link,,Bridge end,21.0513611,92.2305827,125.0,Bridge
N1,1798,Link,,Teknaf 24 km,21.0513056,92.2317493,64.0,KmPost
N1,1799,Bridge,C,LADA BAZAR BOX CULVERT,20.98133172,92.25211348,1.2,Box Culvert
N1,1800,Link,,Box culvert,21.0512778,92.2323327,189.0,Culvert
N1,1801,Link,,Box culvert,21.0507222,92.2338608,328.0,Culvert
N1,1802,Link,,Box culvert,21.0479441,92.2346386,381.0,Culvert
N1,1803,Link,,Box culvert,21.0446941,92.2356941,87.0,Culvert
N1,1804,Link,,Teknaf 23 km,21.0439163,92.2359441,397.0,KmPost
N1,1805,Link,,Box culvert,21.0407497,92.2374997,540.0,Culvert
N1,1806,Bridge,A,Ladapara Bridge,20.97902798,92.25122285,36.6,RCC Girder Bridge
N1,1807,Link,,Bridge start,21.0363608,92.2396941,41.0,Bridge
N1,1808,Link,,Bridge end,21.0360552,92.2398608,271.0,Bridge
N1,1809,Bridge,A,NAYAPARA BOX CULVERT,20.97593722,92.24998987,2.8,Slab Culvert
N1,1810,Bridge,C,Noya Para Bridge,20.97327818,92.24937612,30.4,RCC Girder Bridge
N1,1811,Link,,Teknaf 21 km,21.0338608,92.2407774,203.0,KmPost
N1,1812,Link,,Box culvert,21.0321104,92.241083,233.0,Culvert
N1,1813,Bridge,A,NAYA PARA BOX CULVERT,20.96915708,92.2486529,1.2,Box Culvert
N1,1814,Link,,Box culvert,21.0300549,92.2413608,354.0,Culvert
N1,1815,Bridge,B,Mosinni Mor Bridge,20.96785342,92.24897209,8.8,RCC Girder Bridge
N1,1816,Link,,Box culvert,21.0269438,92.2416941,209.0,Culvert
N1,1817,Bridge,A,NOYA PARA CULVERT,20.96556859,92.25087239,1.2,Box Culvert
N1,1818,Bridge,A,NOYA PARA CULVERT,20.96496789,92.25142887,1.2,Box Culvert
N1,1819,Bridge,A,NOYA PARA (MUSJID) BOX CULVERT(L),20.96418928,92.25188177,1.2,Box Culvert
N1,1820,Link,,Km post missing,21.0249993,92.2418608,244.0,KmPost
N1,1821,Link,,Bridge start,21.0228882,92.2420274,35.0,Bridge
N1,1822,Bridge,A,Noya Para Bridge,20.96142314,92.25325399,9.2,RCC Girder Bridge
N1,1823,Bridge,C,Jadirghat Bridge,20.959945,92.25371874,41.75,RCC Girder Bridge
N1,1824,Link,,Bridge end,21.0226104,92.2420552,484.0,Bridge
N1,1825,Bridge,A,JADIMORH BOX CULVERT,20.95710001,92.25465266,1.2,Box Culvert
N1,1826,Link,,Infor.missing,21.0186104,92.2431386,207.0,KmPost
N1,1827,Bridge,A,Jadimura bridge,20.95493884,92.25553125,7.5,RCC Girder Bridge
N1,1828,Link,,Box culvert,21.0169993,92.2440274,256.0,Culvert
N1,1829,Bridge,A,Umor khali Bridge,20.94914513,92.25842089,35.5,RCC Girder Bridge
N1,1830,Link,,Box culvert,21.0150833,92.245333,607.0,Culvert
N1,1831,Bridge,A,DONDO MIA BOX CULVERT,20.94815369,92.25926333,1.5,Box Culvert
N1,1832,Link,,Teknaf 20 km,21.0107222,92.2487219,91.0,KmPost
N1,1833,Link,,Box culvert,21.0101389,92.2492497,316.0,Culvert
N1,1834,Bridge,A,DONDO MIA BOX CULVERT,20.94709479,92.25978831,2.7,Slab Culvert
N1,1835,Bridge,A,DOMMO MIA BOX CULVERT,20.94585079,92.2603333,1.2,Box Culvert
N1,1836,Link,,Box culvert,21.0078889,92.251,201.0,Culvert
N1,1837,Bridge,C,DHANDO MIA,20.94278852,92.26059681,38.6,RCC Girder Bridge
N1,1838,Link,,Box culvert,21.0064444,92.2520833,424.0,Culvert
N1,1839,Link,,Teknaf 29 km,21.0029444,92.2531944,445.0,KmPost
N1,1840,Bridge,B,DONDO MIA CHAK POST BRIDGE,20.93730526,92.26237497,51.0,RCC Girder Bridge
N1,1841,Link,,Bridge start,20.9990274,92.2537778,50.0,Bridge
N1,1842,Link,,Bridge end,20.9986386,92.2538889,503.0,Bridge
N1,1843,Link,,Box culvert,20.9942497,92.2545278,34.0,Culvert
N1,1844,Bridge,B,DOMDO MIA BRIDGE,20.93242603,92.2636134,13.5,RCC Girder Bridge
N1,1845,Link,,Teknaf 18 km,20.9940274,92.2546111,742.0,KmPost
N1,1846,Link,,Box culvert,20.9875274,92.2545556,277.0,Culvert
N1,1847,Bridge,B,DOMDO MIA,20.93187577,92.26371263,13.5,RCC Girder Bridge
N1,1848,Bridge,A,DONDOMIA,20.93039968,92.2639788,2.7,Slab Culvert
N1,1849,Bridge,C,Domdomia Bridge (3),20.92813739,92.2643012,34.1,RCC Girder Bridge
N1,1850,Bridge,D,DONMIA,20.92538903,92.26494516,2.7,Slab Culvert
N1,1851,Link,,Infor.missing,20.9852774,92.2536389,892.0,KmPost
N1,1852,Bridge,C,Karumtoli Bridge,20.92092765,92.26745281,37.6,RCC Girder Bridge
N1,1853,Link,,Bridge start,20.9778049,92.25075,32.0,Bridge
N1,1854,Link,,Bridge end,20.9775827,92.2506111,76.0,Bridge
N1,1855,Bridge,A,KARUNTON BOX CULVERT,20.9188882,92.26870765,1.2,Box Culvert
N1,1856,Bridge,A,Karumtoli choto(1) Bridge,20.91799614,92.26910089,6.0,RCC Girder Bridge
N1,1857,Bridge,A,SHOLO BANDOR TAKNAF,20.9167065,92.26985714,6.0,RCC Girder Bridge
N1,1858,Link,,Km post missing,20.9769438,92.2502222,861.0,KmPost
N1,1859,Bridge,B,KAKUM TOLI CHACK BOX CULVERT,20.91537072,92.27072397,1.2,Box Culvert
N1,1860,Link,,Box culvert,20.9697216,92.2485552,174.0,Culvert
N1,1861,Bridge,A,KARUMTOLI (3)BOX CULVERT,20.91463508,92.2712067,2.8,Slab Culvert
N1,1862,Bridge,B,KARUMTOLI,20.91267516,92.27272112,34.3,RCC Girder Bridge
N1,1863,Bridge,A,KARUM TOLI BOX CULVERT,20.9116243,92.2733424,1.3,Slab Culvert
N1,1864,Bridge,A,Karumtoli(2) Bridge,20.9104285,92.2741396,29.3,RCC Girder Bridge
N1,1865,Bridge,A,KARUM TOLI RCC GIDER BRIDGE,20.90982312,92.27454319,10.6,RCC Girder Bridge
N1,1866,Bridge,A,KARAN TOLI RCC GIDER BRIDGE,20.90945691,92.27478733,10.6,RCC Girder Bridge
N1,1867,Link,,Infor.missing,20.9682771,92.2488052,119.0,KmPost
N1,1868,Bridge,A,BAROY TOLI RCC GIDER BRIDGE,20.90803213,92.27569059,30.0,RCC Girder Bridge
N1,1869,Link,,Bridge start,20.9673604,92.2491663,42.0,Bridge
N1,1870,Link,,Bridge end,20.9671104,92.2494441,337.0,Bridge
N1,1871,Bridge,A,BORY TOLI SLAB CULVERT,20.90744796,92.27605905,2.8,Slab Culvert
N1,1872,Link,,Box culvert,20.9648611,92.2515278,323.0,Culvert
N1,1873,Bridge,A,BORYTOLI SLAB CULVERT,20.90597715,92.27708556,2.8,Slab Culvert
N1,1874,Link,,Bridge start,20.9622778,92.2528889,31.0,Bridge
N1,1875,Bridge,A,BARITOLI BOX CULVERT,20.90530514,92.2775739,2.8,Slab Culvert
N1,1876,Link,,Bridge end,20.9620556,92.2530556,168.0,Bridge
N1,1877,Bridge,A,Gilatoli (1) Bridge,20.90457186,92.27807684,17.5,RCC Girder Bridge
N1,1878,Bridge,C,BAROY TOLI RCC GIDER BRIDGE,20.90369126,92.27869323,8.3,RCC Girder Bridge
N1,1879,Bridge,B,BARIY TOLI RCC GIDER BRIDGE,20.90320277,92.27904466,6.1,RCC Girder Bridge
N1,1880,Bridge,B,NAITAN PARA RCC GIDER BRIDGE,20.90188493,92.27987359,23.0,RCC Girder Bridge
N1,1881,Link,,Info.Missing,20.9606389,92.2535,302.0,KmPost
N1,1882,Link,,Box culvert,20.9580833,92.2543056,170.0,Culvert
N1,1883,Bridge,B,NAITOM PARA RCC GIDER BRIDGE,20.89709885,92.28506077,15.1,RCC Girder Bridge
N1,1884,Link,,Box culvert,20.9566667,92.2548056,336.0,Culvert
N1,1885,Link,,Box culvert,20.9538889,92.2559722,93.0,Culvert
N1,1886,Link,,Box culvert,20.9531667,92.2562778,120.0,Culvert
N1,1887,Link,,Box culvert,20.95225,92.2566111,16.0,Culvert
N1,1888,Link,,Info.Missing,20.9521667,92.2566944,335.0,KmPost
N1,1889,Bridge,A,NAITANG PARA RCC GIDER BRIDGE,20.89508961,92.28795238,9.0,RCC Girder Bridge
N1,1890,Link,,Box culvert,20.94957125,92.25817741,167.0,Culvert
N1,1891,Bridge,B,NAITOM PARA RCC GIDER BRIDGE,20.89227111,92.29098403,9.0,RCC Girder Bridge
N1,1892,Link,,Bridge start,20.9482774,92.2589167,46.0,Bridge
N1,1893,Link,,Bridge end,20.9481386,92.2593056,330.0,Bridge
N1,1894,Link,,Box culvert,20.9459163,92.2603333,187.0,Culvert
N1,1895,Link,,Info.Missing,20.9445552,92.2603333,99.0,KmPost
N1,1896,Link,,Box culvert,20.9436941,92.2603056,752.0,Culvert
N1,1897,Bridge,B,TEKNAF NAITANG RCC GIDER BRIDGE,20.89015845,92.29571808,37.3,RCC Girder Bridge
N1,1898,Link,,Bridge start,20.9373886,92.2623333,40.0,Bridge
N1,1899,Link,,Bridge end,20.9371108,92.2624722,109.0,Bridge
N1,1900,Link,,Km post missing,20.9361663,92.2628611,12.0,KmPost
N1,1901,Link,,Box culvert,20.9361108,92.2628611,166.0,Culvert
N1,1902,Bridge,A,BUS STAND TEKNAF BOX CULVERT,20.88456672,92.29871589,1.5,Box Culvert
N1,1903,Link,,Box culvert,20.9346663,92.2631667,40.0,Culvert
N1,1904,Bridge,C,BUS STAND TEKNAF BOX CULVERT,20.88307045,92.29816296,1.5,Box Culvert
N1,1905,Bridge,C,YAKNAT BRIDGE,20.88098522,92.2977774,35.9,RCC Girder Bridge
N1,1906,Link,,Box culvert,20.934333,92.26325,150.0,Culvert
N1,1907,Link,,Box culvert,20.9330549,92.2635,388.0,Culvert
N1,1908,Link,,Bridge start,20.929666,92.2641111,37.0,Bridge
N1,1909,Link,,Bridge end,20.9293327,92.2641389,256.0,Bridge
N1,1910,Link,,Infor.missing,20.9270827,92.2644444,381.0,KmPost
N1,1911,Link,,Bridge start,20.9238882,92.2653889,51.0,Bridge
N1,1912,Link,,Bridge end,20.9234993,92.2656111,530.0,Bridge
N1,1913,Link,,Bridge start,20.9195827,92.268416,17.0,Bridge
